,block_id,date,indicator_id,perc_point,uid_district,district,block,0,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
1464,SedCcdeSesp,202503,indicator_2,100.0,YzHpzrN0eLv,Sambhal,Baniyakhera,71,45.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1465,WtDIWivefft,202503,indicator_2,100.0,YzHpzrN0eLv,Sambhal,Gunnaur,37,171.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1466,XW2FOqHQemu,202503,indicator_2,100.0,YzHpzrN0eLv,Sambhal,Sambhal,78,47.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1467,Xkw9hBGJS6I,202503,indicator_2,99.98040484976846,YzHpzrN0eLv,Sambhal,Asmauli,46,46.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1468,YxWlmBfIHmq,202503,indicator_2,100.0,YzHpzrN0eLv,Sambhal,Rajpura,34,170.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1469,f6vmbanfxRo,202503,indicator_2,100.0,YzHpzrN0eLv,Sambhal,Panwasa,50,48.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1470,gspBjXC9nc5,202503,indicator_2,100.0,YzHpzrN0eLv,Sambhal,Janawai,26,172.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1471,uqiwsVkCjJB,202503,indicator_2,100.0,YzHpzrN0eLv,Sambhal,Bahjoi,34,49.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1472,EFUeXhmIy8J,202503,indicator_2,88.56195270635851,DggJGxqbWHn,Banda,Badokhar Khurd,43,409.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1473,FhvPjqLG12y,202503,indicator_2,97.35971034849685,DggJGxqbWHn,Banda,Kamasin,40,411.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1474,PPxFR8laHqe,202503,indicator_2,95.60817518175658,DggJGxqbWHn,Banda,Naraini,58,414.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1475,QAfsawYvIW0,202503,indicator_2,83.98683958526331,DggJGxqbWHn,Banda,Baberu,46,410.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1476,QIufPcB6Kr6,202503,indicator_2,100.0,DggJGxqbWHn,Banda,Banda (Urban) ,25,,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1477,UVNiCb7ffry,202503,indicator_2,100.0,DggJGxqbWHn,Banda,Tindwari,38,408.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1478,emjMgvubuGe,202503,indicator_2,100.0,DggJGxqbWHn,Banda,Bisanda,44,412.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1479,iD2sVe31G90,202503,indicator_2,84.68114037390009,DggJGxqbWHn,Banda,Jaspura,28,407.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1480,kKjIKi66mY2,202503,indicator_2,100.0,DggJGxqbWHn,Banda,Mahuva,48,413.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1481,ESC202G5t07,202503,indicator_2,87.36979241547563,sUQMxIc3yXj,Mahoba,Panwari,44,403.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1482,GfFQEUX1ZYy,202503,indicator_2,100.0,sUQMxIc3yXj,Mahoba,Kabrai (Mahoba),51,406.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1483,HuW3JM0nGTz,202503,indicator_2,82.09032357120218,sUQMxIc3yXj,Mahoba,Jaitpur,44,404.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1484,k7nZry9XTd5,202503,indicator_2,31.162569454126775,sUQMxIc3yXj,Mahoba,Mahoba (Urban),4,,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1485,voVPLJSfahW,202503,indicator_2,100.0,sUQMxIc3yXj,Mahoba,Charkhari,38,405.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1486,EbQXwXsACBg,202503,indicator_2,73.13655852011401,QVMRMhzVrrS,Kanpur Nagar,Chaubepur,37,366.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1487,NeyEJQ4zV6i,202503,indicator_2,21.922121775111314,QVMRMhzVrrS,Kanpur Nagar,Kanpur Nagar (Urban),231,,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1488,ZjM4my40rTY,202503,indicator_2,98.41754107644711,QVMRMhzVrrS,Kanpur Nagar,Ghatampur,65,372.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1489,dbmh0v75n2G,202503,indicator_2,100.0,QVMRMhzVrrS,Kanpur Nagar,Vidhunu,58,368.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1490,fPJnAq2xoTU,202503,indicator_2,100.0,QVMRMhzVrrS,Kanpur Nagar,Kakwan,21,363.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1491,krPd5gR8BjY,202503,indicator_2,100.0,QVMRMhzVrrS,Kanpur Nagar,Shivrajpur,37,365.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1492,laYVNN7jnnN,202503,indicator_2,100.0,QVMRMhzVrrS,Kanpur Nagar,Kalyanpur,47,367.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1493,o9odKTTIYVk,202503,indicator_2,100.0,QVMRMhzVrrS,Kanpur Nagar,Sarsol,56,369.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1494,oiZGLrWMq7u,202503,indicator_2,100.0,QVMRMhzVrrS,Kanpur Nagar,Bilhaur,52,364.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1495,prVsNzGqemV,202503,indicator_2,100.0,QVMRMhzVrrS,Kanpur Nagar,Bhitargaon,54,371.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1496,u5oq1jMz6Kb,202503,indicator_2,100.0,QVMRMhzVrrS,Kanpur Nagar,Patara,45,370.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1497,EdO6OYkMy4n,202503,indicator_2,100.0,uCYjHW7FuGG,Bijnor,Jalilpur,54,35.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1498,R2Jott0TJjX,202503,indicator_2,89.03718639651356,uCYjHW7FuGG,Bijnor,Haldaur(Khari Jhalu),46,29.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1499,X5WeRBwPtNl,202503,indicator_2,100.0,uCYjHW7FuGG,Bijnor,Budhanpur Seohara,33,34.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1500,aHuzZgGIslk,202503,indicator_2,100.0,uCYjHW7FuGG,Bijnor,Noorpur,56,36.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1501,c6v4wYwFFOK,202503,indicator_2,99.72652151980155,uCYjHW7FuGG,Bijnor,Najibabad,73,26.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1502,hFYPDvQ1x7I,202503,indicator_2,95.6978075992748,uCYjHW7FuGG,Bijnor,Allahpur,50,33.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1503,j5nQ6oNNVnX,202503,indicator_2,100.0,uCYjHW7FuGG,Bijnor,Kotwali,73,30.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1504,pE27TXbzXZ5,202503,indicator_2,100.0,uCYjHW7FuGG,Bijnor,Bijnor  (Urban)  ,17,,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1505,rAeHXnn5JSw,202503,indicator_2,100.0,uCYjHW7FuGG,Bijnor,Nehtaur,41,32.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1506,rzAzyO3UWpL,202503,indicator_2,100.0,uCYjHW7FuGG,Bijnor,Kiratpur,38,27.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1507,shhTmT0DeTX,202503,indicator_2,99.46621025129446,uCYjHW7FuGG,Bijnor,Mohammedpur Deomal,58,28.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1508,wwaYoRwSd1k,202503,indicator_2,97.18734570005594,uCYjHW7FuGG,Bijnor,Afzalgarh,47,31.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1509,EgafD8LSM5T,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Sangipur,37,433.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1510,GMBAMYjK1nv,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Shivgarh,34,447.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1511,QGFqwtIZDnf,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Patti,32,445.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1512,VmevjLb8Eme,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Baba Belkharnath,29,449.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1513,XnEGHve0wKr,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Kunda,50,439.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1514,ZFpgvZ5wO0j,202503,indicator_2,90.62720467046572,fz7bJo3egPX,Pratapgarh,Sandwa Chandrika,31,441.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1515,ZjQLMtbMM7E,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Mandhata,40,443.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1516,b29DRuniQju,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Gaura,32,448.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1517,dRG9GGcp4gQ,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Rampur Sangramgarh,32,436.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1518,dlErcN5wTNz,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Pratapgarh (Sadar),35,442.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1519,es3YNWUdqOh,202503,indicator_2,95.96821608228132,fz7bJo3egPX,Pratapgarh,Magraura,32,444.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1520,iobObmzVNqo,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Aspur Deosara,32,446.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1521,klR8OoJpYaw,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Vihar,43,440.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1522,l7DJJezKzTw,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Pratapgarh (Urban),15,,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1523,lZg8HzmVg9D,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Lalganj Ajhara,31,434.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1524,loZ8Meaktfa,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Lakshamanpur,30,435.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1525,qmMPEkTsow1,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Kalakankar,29,437.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1526,yepP1LEwWeE,202503,indicator_2,100.0,fz7bJo3egPX,Pratapgarh,Babaganj,36,438.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1527,Ek8aj4Sjo0n,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Bankati,38,606.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1528,I6SfaoTpBWQ,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Dubaulia,21,602.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1529,QB1bWVUZvNY,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Harraiya,32,599.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1530,Rhej6WFZaSI,202503,indicator_2,95.51567665226713,J1P16zQEOUT,Basti,Bahadurpur,32,607.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1531,X4NDrvDmL4p,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Rudhauli,31,603.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1532,XyOAuYi23Qw,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Kaptanganj,23,601.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1533,gwFahuoicRH,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Kudaraha,25,608.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1534,hIlEZsYKlhK,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Basti (Urban),5,,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1535,jiDSxIFBh1G,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Ramnagar,32,595.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1536,knCO4emeZY1,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Sau Ghat,35,604.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1537,nE41ZrKaU9G,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Paras Rampur,32,597.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1538,omXlDQQZhm0,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Gaur,43,598.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1539,r1D91q65KwQ,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Vikram Jot,30,600.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1540,tLE0KpRqOMk,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Saltaua Gopal Pur,35,596.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1541,zshpWWwvLd3,202503,indicator_2,100.0,J1P16zQEOUT,Basti,Basti,65,605.0,Basti Division,185,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1542,F4PpXNqeUpP,202503,indicator_2,100.0,hgquAmZaNBu,Amroha,Gajraula,41,59.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1543,KocU1z4MS42,202503,indicator_2,97.13554619400071,hgquAmZaNBu,Amroha,Dhanaura,42,56.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1544,Ygt5E2MGGWd,202503,indicator_2,28.751493902606555,hgquAmZaNBu,Amroha,Amroha (Urban),4,,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1545,bkkdTIrC9mc,202503,indicator_2,100.0,hgquAmZaNBu,Amroha,Gangeshwari,43,61.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1546,o9uEgq78lMK,202503,indicator_2,100.0,hgquAmZaNBu,Amroha,Amroha,56,57.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1547,ouPBHlLzBAu,202503,indicator_2,100.0,hgquAmZaNBu,Amroha,Joya,62,58.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1548,rWNzTUgiIT6,202503,indicator_2,100.0,hgquAmZaNBu,Amroha,Hasanpur,45,60.0,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1549,F4fL0v4ObFM,202503,indicator_2,61.96267767503184,VSI7HobT5qL,Hamirpur,Rath,31,400.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1550,JcfBKD9Fdaw,202503,indicator_2,81.66607372134794,VSI7HobT5qL,Hamirpur,Kurara,36,396.0,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1551,KZozTRTvHgU,202503,indicator_2,100.0,VSI7HobT5qL,Hamirpur,Hamirpur (Urban),16,,Chitrakoot Division,170,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
