,block_id,date,indicator_id,perc_point,uid_district,district,block,0,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
1342,rqYozNDUgyg,202503,indicator_2,95.4361260629504,NNk3JP90QZ5,Sonbhadra,Chopan,62,800.0,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1343,vqGMYi6W3ep,202503,indicator_2,79.12779082996327,NNk3JP90QZ5,Sonbhadra,Duddhi,33,805.0,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1344,Cge552Satby,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Devmai,29,420.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1345,HHTQ2caXrBL,202503,indicator_2,82.68139116488045,ibLiLcaKzw2,Fatehpur,Fatehpur (Urban),17,,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1346,LWEb9Onpgzi,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Haswa,35,426.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1347,O3U9QEmpjTV,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Khajuha,33,423.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1348,OA8wf7skznm,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Hathgaon,32,429.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1349,QiCjYBLbYGE,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Malwan,39,421.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1350,X3gyut5H2FR,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Vijayipur,33,431.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1351,gAuwshptXMU,202503,indicator_2,89.33096967698934,ibLiLcaKzw2,Fatehpur,Bahua,30,427.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1352,janjc2a7UuX,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Amauli,31,422.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1353,niYGeZzm6Zu,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Asothar,32,428.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1354,sGcpaNGqN8u,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Telyani,30,424.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1355,uEEKeL3UnB2,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Airaya,33,430.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1356,w0PTR0Qc2H7,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Dhata,34,432.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1357,w25YwsZC9ZT,202503,indicator_2,100.0,ibLiLcaKzw2,Fatehpur,Bhitaura,35,425.0,Prayagraj Division,172,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1358,CqNwKYL7iqH,202503,indicator_2,89.57824734410744,NjckKfm3g0k,Azamgarh,Lalganj,40,697.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1359,DYvPZYv80ET,202503,indicator_2,94.45986598285724,NjckKfm3g0k,Azamgarh,Rani Ki Sarai,34,687.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1360,KjTOOkkFXwn,202503,indicator_2,81.63674599522281,NjckKfm3g0k,Azamgarh,Mehnagar,34,699.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1361,MVd5w4juglR,202503,indicator_2,100.0,NjckKfm3g0k,Azamgarh,Azamgarh (Urban),32,,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1362,O2VQy7yy72b,202503,indicator_2,73.158775664107,NjckKfm3g0k,Azamgarh,Jahanaganj,30,689.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1363,QeJhMnDGzrC,202503,indicator_2,99.4773377932462,NjckKfm3g0k,Azamgarh,Thekma,34,696.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1364,QlDZDhfK4iZ,202503,indicator_2,100.0,NjckKfm3g0k,Azamgarh,Azmatgarh,41,685.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1365,S32hqFqb1zY,202503,indicator_2,94.73057441280451,NjckKfm3g0k,Azamgarh,Koilsa,33,680.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1366,UqPfQ9syNvH,202503,indicator_2,91.85535001088053,NjckKfm3g0k,Azamgarh,Tarwa,54,698.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1367,Wyo5sWkkK3V,202503,indicator_2,100.0,NjckKfm3g0k,Azamgarh,Mahrajganj,33,682.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1368,Yj3IUe7pBJn,202503,indicator_2,100.0,NjckKfm3g0k,Azamgarh,Mohammadpur,36,692.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1369,YpJFFqOo3Eh,202503,indicator_2,98.65258322384427,NjckKfm3g0k,Azamgarh,Bilariyaganj,45,684.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1370,bYn0jt3AvMQ,202503,indicator_2,100.0,NjckKfm3g0k,Azamgarh,Mirzapur,39,691.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1371,bqyQpybBJt7,202503,indicator_2,100.0,NjckKfm3g0k,Azamgarh,Ahiraula,34,681.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1372,cbIIWsiZRDy,202503,indicator_2,81.4945016270248,NjckKfm3g0k,Azamgarh,Tahbarpur,30,690.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1373,dIVl43wpljo,202503,indicator_2,64.71912922921453,NjckKfm3g0k,Azamgarh,Palhani,36,686.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1374,hjSHCmJGFAP,202503,indicator_2,100.0,NjckKfm3g0k,Azamgarh,Sathiyaon,38,688.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1375,lcnwkO2gp49,202503,indicator_2,96.46478505108786,NjckKfm3g0k,Azamgarh,Pawai,38,693.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1376,q7hwjHjsWmD,202503,indicator_2,97.17564035020305,NjckKfm3g0k,Azamgarh,Martinganj,36,695.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1377,qzyZ63I1bIh,202503,indicator_2,96.24706664629313,NjckKfm3g0k,Azamgarh,Phulpur,40,694.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1378,sODyhiqy8iZ,202503,indicator_2,100.0,NjckKfm3g0k,Azamgarh,Haraiya,38,683.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1379,wCrGRYFB5Qo,202503,indicator_2,100.0,NjckKfm3g0k,Azamgarh,Atraulia,26,679.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1380,Cr1PwYBuSs1,202503,indicator_2,100.0,LeuBT7KfuuA,Varanasi,Pindra,55,774.0,Varanasi Division,195,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1381,HonPmXiTJw7,202503,indicator_2,95.62613438766687,LeuBT7KfuuA,Varanasi,Cholapur,44,775.0,Varanasi Division,195,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1382,IyYYBHo9msY,202503,indicator_2,69.53749744650149,LeuBT7KfuuA,Varanasi,Arajiline,57,778.0,Varanasi Division,195,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1383,J2vP2MAp32p,202503,indicator_2,100.0,LeuBT7KfuuA,Varanasi,Baragaon,45,773.0,Varanasi Division,195,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1384,NJxCMa3k532,202503,indicator_2,87.12121090550139,LeuBT7KfuuA,Varanasi,Sevapuri,41,777.0,Varanasi Division,195,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1385,YAHDIDrUMwP,202503,indicator_2,100.0,LeuBT7KfuuA,Varanasi,Harhua,52,776.0,Varanasi Division,195,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1386,cFRa7gJ9JI1,202503,indicator_2,100.0,LeuBT7KfuuA,Varanasi,Varanasi (Urban),122,,Varanasi Division,195,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1387,pzUMM4ITvbI,202503,indicator_2,93.60423033857366,LeuBT7KfuuA,Varanasi,Chirai Gaon,46,780.0,Varanasi Division,195,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1388,tJRXhxV3GJh,202503,indicator_2,100.0,LeuBT7KfuuA,Varanasi,Kashi Vidya Peeth,51,779.0,Varanasi Division,195,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1389,DCamfBCJMSi,202503,indicator_2,90.38078615863316,hITp09XOBLZ,Kasganj,Sidhpura,25,821.0,Alligarh Division,201,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1390,KjLfuqjRVec,202503,indicator_2,100.0,hITp09XOBLZ,Kasganj,Sahawar,31,818.0,Alligarh Division,201,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1391,UuNK1H4MurF,202503,indicator_2,72.02233951050646,hITp09XOBLZ,Kasganj,Kasganj (Urban),5,,Alligarh Division,201,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1392,at47ZXktqxv,202503,indicator_2,100.0,hITp09XOBLZ,Kasganj,Patiyali,34,820.0,Alligarh Division,201,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1393,ayWFJQ6ulBH,202503,indicator_2,94.21933013551798,hITp09XOBLZ,Kasganj,Amanpur,31,817.0,Alligarh Division,201,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1394,jvUzHuel9I6,202503,indicator_2,100.0,hITp09XOBLZ,Kasganj,Kasganj,50,816.0,Alligarh Division,201,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1395,lBW2OFwomV0,202503,indicator_2,100.0,hITp09XOBLZ,Kasganj,Soron,40,815.0,Alligarh Division,201,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1396,rhv6cneiTR1,202503,indicator_2,98.07280810216548,hITp09XOBLZ,Kasganj,Ganj Dundwara,33,819.0,Alligarh Division,201,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1397,DPIQ2VWtvGl,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Ailiya,35,245.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1398,E8Ds6nIiHXM,202503,indicator_2,84.94216280517641,XxaOowFtkiJ,Sitapur,Kasmanda,38,257.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1399,Gfmfuy8CQrI,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Misrikh,35,242.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1400,HWAP9AgN3Ym,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Gondlamau,38,244.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1401,I2ZGoBUtTtO,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Pahala,36,254.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1402,KEc8Ha9MyTJ,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Maholi,33,241.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1403,NAhNn2JVtnF,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Sidhauli,38,258.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1404,W91p7yS5r9P,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Reusa,52,251.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1405,ch0hBYu0VuS,202503,indicator_2,95.26064971842465,XxaOowFtkiJ,Sitapur,Khairabad,39,248.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1406,eiVpF4VfZGS,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Machhrehta,36,243.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1407,gCv411YjGXv,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Mahmudabad,38,255.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1408,gSwqRR5qMEE,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Biswan,55,253.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1409,nKJmMxPaEZ9,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Behta,42,250.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1410,nwuxQQpdi7D,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Hargaon,40,246.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1411,ql65TcOIaDt,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Sitapur (Urban),23,,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1412,qyrJ0VLceRJ,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Parsendi,41,247.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1413,tIk5hphkbm1,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Laharpur,36,249.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1414,tvZfs4DYlev,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Rampur Mathura,43,256.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1415,yubhT8MSy2O,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Pisawan,44,240.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1416,zghTOXwIiKT,202503,indicator_2,100.0,XxaOowFtkiJ,Sitapur,Sakran,40,252.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1417,DQKs9hxWhSr,202503,indicator_2,100.0,Pm0jLk6EAiE,Etawah,Barhpura,29,340.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1418,H82DYZCKRwR,202503,indicator_2,100.0,Pm0jLk6EAiE,Etawah,Etawah (Urban),41,,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1419,JBG7yZn3ZhD,202503,indicator_2,100.0,Pm0jLk6EAiE,Etawah,Basrehar,30,341.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1420,L3tm8ZCQ4VU,202503,indicator_2,100.0,Pm0jLk6EAiE,Etawah,Jaswantnagar,31,338.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1421,eLIy5rJdmIo,202503,indicator_2,73.0125250952216,Pm0jLk6EAiE,Etawah,Chakarnagar,19,345.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1422,g6QRDUGvU6j,202503,indicator_2,100.0,Pm0jLk6EAiE,Etawah,Mahewa,42,344.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1423,kxTyOTd53rb,202503,indicator_2,100.0,Pm0jLk6EAiE,Etawah,Sefai,24,339.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1424,vVEYFNLCthf,202503,indicator_2,100.0,Pm0jLk6EAiE,Etawah,Takha,27,342.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1425,xraYmPK0pc5,202503,indicator_2,100.0,Pm0jLk6EAiE,Etawah,Bharthana,33,343.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1426,DQg8KWOYf9m,202503,indicator_2,51.02247610090102,fagfcadhxej,Lalitpur,Mandawara,38,395.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1427,OlW82qQAtpe,202503,indicator_2,100.0,fagfcadhxej,Lalitpur,Lalitpur  (Urban),9,,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1428,cBlMjL2O6oW,202503,indicator_2,100.0,fagfcadhxej,Lalitpur,Jakhaura,41,391.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1429,hByPwhy4hFw,202503,indicator_2,100.0,fagfcadhxej,Lalitpur,Talbehat,40,390.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1430,hSxXTcaWSE8,202503,indicator_2,83.66294450562425,fagfcadhxej,Lalitpur,Mahrauni,38,394.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1431,ilEX3iUSCkP,202503,indicator_2,100.0,fagfcadhxej,Lalitpur,Birdha,39,393.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1432,qMddUgnDzYX,202503,indicator_2,39.186669670865285,fagfcadhxej,Lalitpur,Bar,38,392.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1433,DSmdrNpxWTp,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Tadiyawan,34,270.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1434,JNhW47eyrRv,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Ahrori,47,272.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1435,L7LEJCs3NnM,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Mallawan,30,268.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1436,NvR1ROHQCYV,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Shahabad,41,259.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1437,OG07uORb7i2,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Sandi,31,265.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1438,TY7glMGf9aG,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Harpalpur,30,264.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1439,TqhQTNCu0rW,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Bilgram,39,266.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1440,VoR9CT9z1Rx,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Behadar,32,275.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1441,dBCX7zX8Feb,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Sursa,36,271.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1442,iBHysCEYPjb,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Madhoganj,35,267.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1443,jvwEe3kpMPg,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Tondarpur,33,260.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1444,kBVkJI1qaWb,202503,indicator_2,86.58940859880715,MTIkUw5q5pX,Hardoi,Hardoi (Urban),48,,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1445,lr3CfswaZMq,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Pihani,40,261.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1446,pkRX2naWpN3,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Bharkhani,37,262.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1447,ruw57rtPpxr,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Hariyawan,34,269.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1448,tZXCzgn6lut,202503,indicator_2,81.31668365656736,MTIkUw5q5pX,Hardoi,Sandila,70,276.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1449,tbi6Bsb6jlU,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Bawan,41,263.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1450,wPymOYKUUFI,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Bharawan,35,277.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1451,zOlFDV0qaZN,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Kachhauna,33,274.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1452,zR4FjrKQweN,202503,indicator_2,100.0,MTIkUw5q5pX,Hardoi,Kothwan,38,273.0,Lucknow Division,155,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1453,DlJoJFtt9AE,202503,indicator_2,100.0,CBSB9v92AwT,Maunathbhanjan,Badraon,35,703.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1454,Obe6UPmf0LR,202503,indicator_2,100.0,CBSB9v92AwT,Maunathbhanjan,Maunathbhanjan (Urban),28,,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1455,YXOk9K2OqNI,202503,indicator_2,100.0,CBSB9v92AwT,Maunathbhanjan,Fatehpur Madaun,38,704.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1456,d3k76C0y5y9,202503,indicator_2,100.0,CBSB9v92AwT,Maunathbhanjan,Ghosi,30,702.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1457,la9bHITzK55,202503,indicator_2,100.0,CBSB9v92AwT,Maunathbhanjan,Pardaha,28,706.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1458,rLdutISw29n,202503,indicator_2,100.0,CBSB9v92AwT,Maunathbhanjan,Mohammadabad Gohana,32,708.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1459,s9bnhPCNlnj,202503,indicator_2,100.0,CBSB9v92AwT,Maunathbhanjan,Ranipur,42,709.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1460,tGyBIzhjmij,202503,indicator_2,100.0,CBSB9v92AwT,Maunathbhanjan,Kopaganj,42,705.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1461,u9ZAWcpGHu9,202503,indicator_2,100.0,CBSB9v92AwT,Maunathbhanjan,Ratanpura,35,707.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1462,y2tYqTLUS24,202503,indicator_2,100.0,CBSB9v92AwT,Maunathbhanjan,Dohari Ghat,33,701.0,Azamgarh Division,193,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1463,E3NqDNq6JJg,202503,indicator_2,100.0,YzHpzrN0eLv,Sambhal,Sambhal (Urban),5,,Moradabad Division,134,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
