,block_id,perc_point,date,indicator_id,uid_district,district,block,0,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
1070,QlnYDSaHYHx,92.6954946538665,202503,indicator_2,IhQbDYRiF8w,Kannauj,Umarda,63,337.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1071,ZawkcSeJU8n,100.0,202503,indicator_2,IhQbDYRiF8w,Kannauj,Gugrapur,15,333.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1072,zFNrX1gsn6L,100.0,202503,indicator_2,IhQbDYRiF8w,Kannauj,Talgram,48,331.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1073,wjAvKvlMzv0,95.65055240347446,202503,indicator_2,IhQbDYRiF8w,Kannauj,Haseran,36,336.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1074,OWrTCTjWjzI,94.36973794839632,202503,indicator_2,IhQbDYRiF8w,Kannauj,Jalalabad,22,334.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1075,w5PW1t5ovb8,100.0,202503,indicator_2,IhQbDYRiF8w,Kannauj,Kannauj,46,335.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1076,pxVGfZhiG9T,100.0,202503,indicator_2,IhQbDYRiF8w,Kannauj,Kannauj (Urban),4,,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1077,dOCMMkuHb5N,100.0,202503,indicator_2,NNk3JP90QZ5,Sonbhadra,Babhani,20,806.0,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1078,Cea63kQpiOw,90.22012038043115,202503,indicator_2,NNk3JP90QZ5,Sonbhadra,Ghorawal,65,799.0,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1079,rqYozNDUgyg,86.63973386884297,202503,indicator_2,NNk3JP90QZ5,Sonbhadra,Chopan,62,800.0,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1080,Hz4rBdA4kWR,96.52887290821806,202503,indicator_2,NNk3JP90QZ5,Sonbhadra,Robertsganj,74,801.0,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1081,vqGMYi6W3ep,100.0,202503,indicator_2,NNk3JP90QZ5,Sonbhadra,Duddhi,33,805.0,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1082,Gbo5ncDmsIv,100.0,202503,indicator_2,NNk3JP90QZ5,Sonbhadra,Myorpur,56,804.0,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1083,YPsEnS75cQ8,88.9161796342643,202503,indicator_2,NNk3JP90QZ5,Sonbhadra,Nagwa,19,803.0,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1084,NBKbLavdozm,75.58815989827397,202503,indicator_2,NNk3JP90QZ5,Sonbhadra,Sonbhadra (Urban),8,,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1085,I0SrxhvmkHK,91.33880187012731,202503,indicator_2,NNk3JP90QZ5,Sonbhadra,Chatra,22,802.0,Mirzapur Division,200,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1086,SmB8HLGFIyw,81.54284860155386,202503,indicator_2,NL5xiiHZQSC,Jalaun,Jalaun,38,377.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1087,aoQgD2b6JtI,94.44998369196827,202503,indicator_2,NL5xiiHZQSC,Jalaun,Kadaura,38,379.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1088,V1ktVWnBTTW,92.9652584098119,202503,indicator_2,NL5xiiHZQSC,Jalaun,Kuthaund,34,374.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1089,GGmtoqpI9Je,100.0,202503,indicator_2,NL5xiiHZQSC,Jalaun,Madhogarh,36,375.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1090,L75X9VvSfGc,100.0,202503,indicator_2,NL5xiiHZQSC,Jalaun,Jalaun  (Urban),13,,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1091,IG6BUMkoNfw,80.60844124789648,202503,indicator_2,NL5xiiHZQSC,Jalaun,Maheva,34,378.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1092,V41lCBcSsRJ,100.0,202503,indicator_2,NL5xiiHZQSC,Jalaun,Dakor,62,380.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1093,vMmgCa5r21L,72.5611114557357,202503,indicator_2,NL5xiiHZQSC,Jalaun,Konch,44,381.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1094,S5qj59ohege,100.0,202503,indicator_2,NL5xiiHZQSC,Jalaun,Nadigaon,45,376.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1095,iQBAMBoxYul,100.0,202503,indicator_2,NL5xiiHZQSC,Jalaun,Rampura,33,373.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1096,XyAwdfjaKov,100.0,202503,indicator_2,k3D0AumUCiC,Kanpur Dehat,Akbarpur,47,357.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1097,Dt0dgcTvEpm,100.0,202503,indicator_2,k3D0AumUCiC,Kanpur Dehat,Derapur,26,356.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1098,OnFJhLr5Af4,100.0,202503,indicator_2,k3D0AumUCiC,Kanpur Dehat,Sarbankhera,31,358.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1099,jc9CoHdLFLu,100.0,202503,indicator_2,k3D0AumUCiC,Kanpur Dehat,Rasulabad,41,353.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1100,RCZZTOaqXrm,69.85122812932431,202503,indicator_2,k3D0AumUCiC,Kanpur Dehat,Rajpur,27,362.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1101,qt0Ra0vMorS,85.32152323909041,202503,indicator_2,k3D0AumUCiC,Kanpur Dehat,Maitha,35,354.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1102,QavHaYYE31I,100.0,202503,indicator_2,k3D0AumUCiC,Kanpur Dehat,Malasa,28,359.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1103,HddGvNsPs8y,88.16488153826559,202503,indicator_2,k3D0AumUCiC,Kanpur Dehat,Jhinjhak,27,355.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1104,cIW3SsdBXzj,81.6820968395682,202503,indicator_2,k3D0AumUCiC,Kanpur Dehat,Amrodha,36,360.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1105,Bc5VrfyFJO4,84.62746104000735,202503,indicator_2,k3D0AumUCiC,Kanpur Dehat,Sandalpur,22,361.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1106,ZjM4my40rTY,98.46227632239093,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Ghatampur,65,372.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1107,prVsNzGqemV,100.0,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Bhitargaon,54,371.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1108,dbmh0v75n2G,100.0,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Vidhunu,58,368.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1109,laYVNN7jnnN,92.62006638364,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Kalyanpur,47,367.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1110,oiZGLrWMq7u,90.55089498874925,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Bilhaur,52,364.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1111,EbQXwXsACBg,84.67875875853908,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Chaubepur,37,366.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1112,o9odKTTIYVk,91.47784018960395,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Sarsol,56,369.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1113,fPJnAq2xoTU,99.95195957085924,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Kakwan,21,363.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1114,u5oq1jMz6Kb,100.0,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Patara,45,370.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1115,krPd5gR8BjY,100.0,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Shivrajpur,37,365.0,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1116,NeyEJQ4zV6i,59.13426875176724,202503,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Kanpur Nagar (Urban),231,,Kanpur Nagar Division,161,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1117,E5A2kSTc3PM,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Barhaj,27,672.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1118,MJ1dhXmXROA,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Deoria Sadar,56,669.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1119,EmKRIMSIXim,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Bankata,34,677.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1120,rMbW2gza9HD,99.66024208551745,202503,indicator_2,Tf9b9qcbghH,Deoria,Bhaluani,35,671.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1121,rY5nGyzGedU,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Bhatpar Rani,34,678.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1122,LPTjBQ9rRWx,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Baitalpur,40,664.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1123,ULhLz5tR5rr,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Bhagalpur,27,673.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1124,KsXL0whELQG,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Desai Deoria,26,665.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1125,AzV6zQXaRba,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Bhatni,32,674.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1126,NVFxlXHdSmv,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Lar,30,676.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1127,x6V2gbPDLjh,99.90928404156737,202503,indicator_2,Tf9b9qcbghH,Deoria,Gauri Bazar,47,663.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1128,uwDViZiXmha,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Pathar Dewa,34,667.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1129,tbaPfFzYkRT,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Rudrapur,39,670.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1130,YRYbXgGEgwG,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Salempur,37,675.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1131,S0dqgoK82zn,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Rampur Karkhana,30,668.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1132,rz3th45E7Sa,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Tarkulwa,23,666.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1133,Kr0p5SNoG3J,100.0,202503,indicator_2,Tf9b9qcbghH,Deoria,Deoria (Urban),8,,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1134,jtzi71zh7X8,100.0,202503,indicator_2,Mq751wBMqGF,Jhansi,Babina,48,389.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1135,l7op2G8Asvm,100.0,202503,indicator_2,Mq751wBMqGF,Jhansi,Badagaon,46,388.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1136,yfN8RlEk6Eo,81.66762038113747,202503,indicator_2,Mq751wBMqGF,Jhansi,Bamaur,48,384.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1137,W9mkfkYcPh8,93.53199785809454,202503,indicator_2,Mq751wBMqGF,Jhansi,Bangra,48,386.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1138,CNdl7yi4n8S,84.5266697335512,202503,indicator_2,Mq751wBMqGF,Jhansi,Chirgaon,46,383.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1139,h9b0ymhftGb,74.95664981168632,202503,indicator_2,Mq751wBMqGF,Jhansi,Gursarai,51,385.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1140,cmHMhMayFWq,100.0,202503,indicator_2,Mq751wBMqGF,Jhansi,Mauranipur,50,387.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1141,cvjZcBpUtSR,100.0,202503,indicator_2,Mq751wBMqGF,Jhansi,Moth,55,382.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1142,o2TR0og834Q,100.0,202503,indicator_2,Mq751wBMqGF,Jhansi,Jhansi (Urban),134,,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1143,qMddUgnDzYX,65.90786743289357,202503,indicator_2,fagfcadhxej,Lalitpur,Bar,38,392.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1144,ilEX3iUSCkP,96.08541385450496,202503,indicator_2,fagfcadhxej,Lalitpur,Birdha,39,393.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1145,cBlMjL2O6oW,78.00285985361705,202503,indicator_2,fagfcadhxej,Lalitpur,Jakhaura,41,391.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1146,DQg8KWOYf9m,83.04957148891248,202503,indicator_2,fagfcadhxej,Lalitpur,Mandawara,38,395.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1147,hSxXTcaWSE8,96.74543679914166,202503,indicator_2,fagfcadhxej,Lalitpur,Mahrauni,38,394.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1148,hByPwhy4hFw,96.2113103952526,202503,indicator_2,fagfcadhxej,Lalitpur,Talbehat,40,390.0,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1149,OlW82qQAtpe,100.0,202503,indicator_2,fagfcadhxej,Lalitpur,Lalitpur  (Urban),9,,Jhansi Division,165,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1150,Mohx3LmGLM5,95.52412141565321,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Uruwa,39,642.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1151,oqobaBlkco3,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Bansgaon,36,644.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1152,h0bQr9x9gzJ,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Barhalganj,41,648.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1153,P39P0iQKIWH,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Brahmpur,35,640.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1154,l4r3ouFQPZS,93.16270485966403,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Belghat,35,643.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1155,kzpItiarBRF,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Bhathat,35,636.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1156,noXyISQsTiJ,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Campierganj,54,630.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1157,X2K6bByVLd2,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Chirgawan,36,635.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1158,plaloKJOZO2,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Sardarnagar,33,639.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1159,aJ8DEEvimsM,65.66964864894061,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Gaugaha,34,646.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1160,KV5wZ2pPQe1,92.40451723082109,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Gola,35,647.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1161,i8SnEC5fIxD,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Khajani,37,641.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1162,ewq9OZKKqta,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Jangal Kodia,43,631.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1163,nxstNxWEDHb,99.08464187276658,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Pali,33,632.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1164,X9URGLOiulW,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Pipraich,34,638.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1165,cDxHC5dDWRe,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Piprauli,38,634.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1166,NEdgkoHIHTS,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Sahjanwa,33,633.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1167,Yz8M2ESnoFT,94.83297436878875,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Khorabar,36,637.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1168,oER6x75izaS,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Gorakhpur (Urban),129,,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1169,W4M075uGpIs,100.0,202503,indicator_2,vR85cHdsw1w,Gorakhpur,Kauri Ram,35,645.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1170,BYiQDRJhWWk,95.49768292736047,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Hata,48,657.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1171,YIfO8FmqA6j,98.59656381299682,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Kaptanganj,59,653.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1172,BhMAwU8XZey,91.5132108164834,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Motichak,40,655.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1173,XZ4UCP8boX8,100.0,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Ramkola,53,654.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1174,SgYEydzGGbJ,91.7527979133939,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Sukrauli,42,656.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1175,vvIR3mOcYGz,100.0,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Padrauna,126,652.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1176,vgRr0JIJR7M,97.4659013422651,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Nebua Naurangiya,48,650.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1177,OHnlTAIgKxY,82.5560881288462,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Khadda,51,649.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1178,JTRnaTY9yhN,94.92177387562387,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Kasiya,84,658.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1179,B3CnhXWWije,91.98890430526573,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Fazilnagar,54,659.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1180,xm14yPwUttg,92.25569500767745,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Dudhahi,63,661.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1181,p7wG9B3Zqol,92.17194725979343,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Sevarhi,63,662.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1182,CApqqM6FvRV,98.54617876595678,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Tamkuhi Raj,71,660.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1183,lgWV1VzPmhE,100.0,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Vishunpura,49,651.0,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1184,IiY5fP1UuFV,100.0,202503,indicator_2,xUeHwd9FQkg,Kushinagar,Kushinagar (Urban),11,,Gorakhpur Division,188,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1185,jNYEM4EP98K,100.0,202503,indicator_2,iE0E3nLioFr,Bahraich,Chitaura,56,542.0,Gonda Division,182,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1186,CjshmDK5t8E,100.0,202503,indicator_2,iE0E3nLioFr,Bahraich,Huzoorpur,44,546.0,Gonda Division,182,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1187,sGS6zRDhdsB,84.10377046548186,202503,indicator_2,iE0E3nLioFr,Bahraich,Bahraich (Urban),32,,Gonda Division,182,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
1188,m1nYwKqPcyp,100.0,202503,indicator_2,iE0E3nLioFr,Bahraich,Payagpur,44,549.0,Gonda Division,182,quality,ante_natal,indicator_2,% of pregnant women tested for Hb for 4 or more times against estimated PW,p
