block_id,date,indicator_id,perc_point
TY8SzPsUCPQ,201710,indicator_16,0.626649077
tisCSlmEcvz,201710,indicator_16,0.408719346
NHwhqnwjZ0d,201710,indicator_16,0.443383356
nGMlBiXPa8W,201710,indicator_16,3.274760383
AcznJJtvLKq,201710,indicator_16,2.322134387
Sy6tfTi18KA,201710,indicator_16,0.484848485
ws066anR0wR,201710,indicator_16,1.746724891
nwuxQQpdi7D,201710,indicator_16,1.731927711
H1Z5zG9mjfG,201710,indicator_16,1.637700535
SkcYjFliQxI,201710,indicator_16,0.189393939
QB1bWVUZvNY,201710,indicator_16,0.317028986
CjshmDK5t8E,201710,indicator_16,1.867219917
XYBTVZE0LeN,201710,indicator_16,0.649350649
a5QF4ok7kUq,201710,indicator_16,1.78335535
qbwnjNH34Cw,201710,indicator_16,1.681818182
BU3H8j3vtpl,201710,indicator_16,2.571770335
B0QTEnRTAZg,201710,indicator_16,1.345755694
Zkst7ZD9ogq,201710,indicator_16,1.615969582
wQ2zvEh08Xs,201710,indicator_16,0.790513834
oB6hTaKvzgv,201710,indicator_16,1.428571429
BKeRkKcuOgW,201710,indicator_16,1.063049853
mK3aOsGURLr,201710,indicator_16,0.895225464
l14UZLO07Q9,201710,indicator_16,1.785714286
HuW3JM0nGTz,201710,indicator_16,0.388026608
CJnQGhWTHo0,201710,indicator_16,1.371473354
OWrTCTjWjzI,201710,indicator_16,1.45631068
OmRJBPDSih0,201710,indicator_16,0.318181818
zvRpdDBNAj1,201710,indicator_16,1.161665053
V41lCBcSsRJ,201710,indicator_16,0.574365175
L75X9VvSfGc,201710,indicator_16,3.901273885
SmB8HLGFIyw,201710,indicator_16,0.667475728
aoQgD2b6JtI,201710,indicator_16,0.725094578
vMmgCa5r21L,201710,indicator_16,1.233958539
V1ktVWnBTTW,201710,indicator_16,0.329380764
GGmtoqpI9Je,201710,indicator_16,0.519480519
IG6BUMkoNfw,201710,indicator_16,0.890501319
S5qj59ohege,201710,indicator_16,0.309917355
iQBAMBoxYul,201710,indicator_16,0.238419619
MGuYssW76Oy,201710,indicator_16,2.227722772
Dga9ieikVr5,201710,indicator_16,1.311383929
PK0wuMfp3LE,201710,indicator_16,1.473063973
iD2sVe31G90,201710,indicator_16,0.608766234
vAlop9evcWY,201710,indicator_16,0.925925926
i81wO4m0rn2,201710,indicator_16,0.397727273
nYlhMfttxtb,201710,indicator_16,2.459526775
o2TR0og834Q,201710,indicator_16,0.793760353
lbYsetq7442,201710,indicator_16,1.766917293
SCLwreLwByy,201710,indicator_16,2.749360614
ouPBHlLzBAu,201710,indicator_16,1.918047079
gspBjXC9nc5,201710,indicator_16,1.797385621
ewq9OZKKqta,201710,indicator_16,1.349431818
GfFQEUX1ZYy,201710,indicator_16,0.510204082
zOlFDV0qaZN,201710,indicator_16,1.515151515
f8FnEAgiGOz,201710,indicator_16,1.378809869
iK1PfQ9wLbz,201710,indicator_16,0.735294118
fPJnAq2xoTU,201710,indicator_16,1.032110092
qmMPEkTsow1,201710,indicator_16,1.773455378
gGoFUoVcUmI,201710,indicator_16,2.033730159
laYVNN7jnnN,201710,indicator_16,0.39640592
xmoNxfjNe2l,201710,indicator_16,1.621923937
JyfWW9uiTL5,201710,indicator_16,0.395256917
w5PW1t5ovb8,201710,indicator_16,0.736235595
pxVGfZhiG9T,201710,indicator_16,1.515151515
XyAwdfjaKov,201710,indicator_16,1.398210291
cIW3SsdBXzj,201710,indicator_16,1.454545455
Dt0dgcTvEpm,201710,indicator_16,0.757575758
HddGvNsPs8y,201710,indicator_16,1.136363636
QavHaYYE31I,201710,indicator_16,0.757575758
qt0Ra0vMorS,201710,indicator_16,0.746753247
RCZZTOaqXrm,201710,indicator_16,2.320075758
jc9CoHdLFLu,201710,indicator_16,0.524475524
Bc5VrfyFJO4,201710,indicator_16,1.555023923
OnFJhLr5Af4,201710,indicator_16,0.892857143
OHJ1V3HQczi,201710,indicator_16,0.173611111
NeyEJQ4zV6i,201710,indicator_16,1.686217009
eRgWsRn98MG,201710,indicator_16,0.179425837
XyOAuYi23Qw,201710,indicator_16,0.405844156
UBoDZuuvpRs,201710,indicator_16,0.72859745
INQHpWL0ZBk,201710,indicator_16,1.519154557
bU9RuaPWXkH,201710,indicator_16,0.393356643
jvUzHuel9I6,201710,indicator_16,1.622340426
UuNK1H4MurF,201710,indicator_16,2.651515152
E8Ds6nIiHXM,201710,indicator_16,0.235109718
UKkd5HV5vPT,201710,indicator_16,0.324675325
SiNGqVJoMtb,201710,indicator_16,2.777777778
UBw5aJTPmZ3,201710,indicator_16,1.549413735
V9DOCawlsCk,201710,indicator_16,0.236127509
W4M075uGpIs,201710,indicator_16,1.596467391
qaNCPibFPR2,201710,indicator_16,0.324675325
vJadmkIZlfo,201710,indicator_16,1.715039578
RXv1GaQ6IyV,201710,indicator_16,1.689860835
FhvPjqLG12y,201710,indicator_16,0.775862069
joT95cJHrTQ,201710,indicator_16,0.293255132
AN2dWDiHkBb,201710,indicator_16,1.46627566
i8SnEC5fIxD,201710,indicator_16,1.816380449
Ga0Whh9BsGr,201710,indicator_16,0.097402597
ch0hBYu0VuS,201710,indicator_16,1.596573209
Go3zUv1lOWw,201710,indicator_16,0.521868787
Yz8M2ESnoFT,201710,indicator_16,3.278145695
RtFh5dTx40I,201710,indicator_16,0.691699605
Y5b8fuW0nqo,201710,indicator_16,0.751879699
WhN8Tp15uxY,201710,indicator_16,1.272727273
ROeKhlePe7w,201710,indicator_16,1.578282828
yQrRCA2ngHE,201710,indicator_16,0.652173913
es3YNWUdqOh,201710,indicator_16,0.191815857
zBM33fSxbqN,201710,indicator_16,1.136363636
snr8f1gc8vd,201710,indicator_16,1.239669421
zR4FjrKQweN,201710,indicator_16,0.636363636
fpNl2OeBSp3,201710,indicator_16,0.964187328
gwFahuoicRH,201710,indicator_16,0.543478261
