date,district,district_id,indicator_id,perc_point
201803,Chitrakoot,i2fSZZ3QAJJ,indicator_13,
201803,Deoria,Tf9b9qcbghH,indicator_13,3.90625
201803,Etah,ZLcx4iOVyN5,indicator_13,1.895734597
201803,Etawah,Pm0jLk6EAiE,indicator_13,4.975124378
201803,Farrukhabad,uEEwlAGZXWW,indicator_13,1.401869159
201803,Fatehpur,ibLiLcaKzw2,indicator_13,1.420454545
201803,Firozabad,eJTsuE56XDF,indicator_13,4.460966543
201803,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_13,0.769230769
201803,Ghaziabad,M5NHlfAaKYI,indicator_13,3.76344086
201803,Ghazipur,dScWdMRN8PL,indicator_13,3.579418345
201803,Gonda,y8WarEkWCul,indicator_13,4.312668464
201803,Gorakhpur,vR85cHdsw1w,indicator_13,3.311258278
201803,Hamirpur,VSI7HobT5qL,indicator_13,1.276595745
201803,Hapur,CZ8kLjgqvSH,indicator_13,2.234636872
201803,Hardoi,MTIkUw5q5pX,indicator_13,2.306079665
201803,Hathras,m1IAjmqkoFC,indicator_13,4.054054054
201803,Jalaun,NL5xiiHZQSC,indicator_13,1.572327044
201803,Jaunpur,gmw76vAUMqz,indicator_13,3.649635036
201803,Jhansi,Mq751wBMqGF,indicator_13,3.193612774
201803,Kannauj,IhQbDYRiF8w,indicator_13,1.818181818
201803,Kanpur Dehat,k3D0AumUCiC,indicator_13,2.573529412
