calc_type,composite_index,composite_rank,date,district,district_id,div_map_id,division,domain,domain_index,domain_rank,indicator,indicator_id,indicator_ids,indicator_index,indicator_rank,map_id,perc_point,type,type_index,type_rank,value,year
p,0.5687957216986815,29.0,2024-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,immunization,0.8136284620377672,2.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,1.0,1.0,162,100.0,coverage,5.778480962723794,5.0,100.0,2025
p,0.5687957216986815,29.0,2024-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,immunization,0.8136284620377672,2.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.6272569240755345,5.0,162,1.208676300225596,quality,1.6676098859475639,15.0,1.208676300225596,2025
p,0.5687957216986815,29.0,2024-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,communicable_diseases,0.5486380056909563,43.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,1.0,1.0,162,100.0,coverage,5.778480962723794,5.0,100.0,2025
p,0.5687957216986815,29.0,2024-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,communicable_diseases,0.5486380056909563,43.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.09727601138191277,48.0,162,17.82485875706215,quality,1.6676098859475639,15.0,17.82485875706215,2025
p,0.5687957216986815,29.0,2024-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,family_planning,0.5137520531036898,3.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.0950574785821643,35.0,162,8.684787301675867,coverage,5.778480962723794,5.0,8.684787301675867,2025
p,0.5687957216986815,29.0,2024-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,family_planning,0.5137520531036898,3.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.9324466276252151,2.0,162,210.7599218002342,coverage,5.778480962723794,5.0,210.7599218002342,2025
p,0.5687957216986815,29.0,2024-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,finance,0.3944253827733088,55.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.3944253827733088,55.0,162,4834.372564302416,coverage,5.778480962723794,5.0,4834.372564302416,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,1.0,1.0,161,100.0,coverage,5.394762896759022,15.0,100.0,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,0.6736531045705788,19.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.5907372575814445,22.0,161,72.33405494073179,coverage,5.394762896759022,15.0,72.33405494073179,2025
n,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,0.6736531045705788,19.0,Still birth ratio,indicator_4,indicator_4,0.8722495605441234,15.0,161,2.571599675907986,quality,1.8784511407398627,8.0,2.571599675907986,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,0.6736531045705788,19.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.2789862477930844,33.0,161,1.1519078473722102,quality,1.8784511407398627,8.0,11.010417125813607,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,0.6736531045705788,19.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.2789862477930844,33.0,161,34.01360544217687,quality,1.8784511407398627,8.0,11.010417125813607,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,post_natal_care,1.0,1.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,1.0,1.0,161,100.0,coverage,5.394762896759022,15.0,100.0,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,immunization,0.657940150347073,18.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.9064661881695034,7.0,161,97.58223553299143,coverage,5.394762896759022,15.0,97.58223553299143,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,immunization,0.657940150347073,18.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.4094141125246426,17.0,161,1.0754667574432428,quality,1.8784511407398627,8.0,1.0754667574432428,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,communicable_diseases,0.6589006099390061,5.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,1.0,1.0,161,100.0,coverage,5.394762896759022,15.0,100.0,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,communicable_diseases,0.6589006099390061,5.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.31780121987801224,6.0,161,22.195042400521853,quality,1.8784511407398627,8.0,22.195042400521853,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,family_planning,0.26356602782589655,17.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.09677698163553662,34.0,161,8.806808343240835,coverage,5.394762896759022,15.0,8.806808343240835,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,family_planning,0.26356602782589655,17.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.4303550740162565,10.0,161,118.81431960870067,coverage,5.394762896759022,15.0,118.81431960870067,2025
p,0.6057791461787152,11.0,2024-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,finance,0.37042739535628055,59.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.37042739535628055,59.0,161,4780.553203499859,coverage,5.394762896759022,15.0,4780.553203499859,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,1.0,1.0,159,100.0,coverage,4.994639458449173,33.0,100.0,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,delivery_care,0.2755526988192621,73.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.33642435448922736,62.0,159,58.41107599945595,coverage,4.994639458449173,33.0,58.41107599945595,2025
n,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,delivery_care,0.2755526988192621,73.0,Still birth ratio,indicator_4,indicator_4,0.49023374196855884,59.0,159,8.875992148160792,quality,0.8332362054032878,73.0,8.875992148160792,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,delivery_care,0.2755526988192621,73.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.0,75.0,159,0.8227934176526588,quality,0.8332362054032878,73.0,1.8357615760209125,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,delivery_care,0.2755526988192621,73.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.0,75.0,159,4.1993539455468385,quality,0.8332362054032878,73.0,1.8357615760209125,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,post_natal_care,1.0,1.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,1.0,1.0,159,100.0,coverage,4.994639458449173,33.0,100.0,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,immunization,0.5237519345635901,44.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.7513242293483279,31.0,159,93.57195616942074,coverage,4.994639458449173,33.0,93.57195616942074,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,immunization,0.5237519345635901,44.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.2961796397788524,37.0,159,1.0062245720606708,quality,0.8332362054032878,73.0,1.0062245720606708,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,communicable_diseases,0.5234114118279383,59.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,1.0,1.0,159,100.0,coverage,4.994639458449173,33.0,100.0,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,communicable_diseases,0.5234114118279383,59.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.04682282365587659,65.0,159,16.825019794140932,quality,0.8332362054032878,73.0,16.825019794140932,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,family_planning,0.16714078084625478,36.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.05305211988268291,55.0,159,5.703962341947796,coverage,4.994639458449173,33.0,5.703962341947796,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,family_planning,0.16714078084625478,36.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.2812294418098267,27.0,159,91.5056625383765,coverage,4.994639458449173,33.0,91.5056625383765,2025
p,0.47451975119742257,69.0,2024-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,finance,0.572609312919108,29.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.572609312919108,29.0,159,5233.978792070078,coverage,4.994639458449173,33.0,5233.978792070078,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,1.0,1.0,160,100.0,coverage,5.157356314344946,25.0,100.0,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,delivery_care,0.46510006174558743,54.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.5743317294958538,24.0,160,71.43589437050952,coverage,5.157356314344946,25.0,71.43589437050952,2025
n,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,delivery_care,0.46510006174558743,54.0,Still birth ratio,indicator_4,indicator_4,0.6337779187373619,43.0,160,6.507088078085057,quality,1.4493541256534455,32.0,6.507088078085057,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,delivery_care,0.46510006174558743,54.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.09359526850177334,63.0,160,0.007644091117566121,quality,1.4493541256534455,32.0,4.913706658930544,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,delivery_care,0.46510006174558743,54.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.09359526850177334,63.0,160,16.361185983827493,quality,1.4493541256534455,32.0,4.913706658930544,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,post_natal_care,0.7658361430196469,34.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.7658361430196469,34.0,160,85.70506365068299,coverage,5.157356314344946,25.0,85.70506365068299,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,immunization,0.5843835365028653,33.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.817600579462723,19.0,160,95.2851398959644,coverage,5.157356314344946,25.0,95.2851398959644,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,immunization,0.5843835365028653,33.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.3511664935430078,25.0,160,1.0398486957892248,quality,1.4493541256534455,32.0,1.0398486957892248,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,communicable_diseases,0.6854072224356511,4.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,1.0,1.0,160,100.0,coverage,5.157356314344946,25.0,100.0,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,communicable_diseases,0.6854072224356511,4.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.37081444487130233,4.0,160,23.24561403508772,quality,1.4493541256534455,32.0,23.24561403508772,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,family_planning,0.15423112019015078,42.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.02068399251383421,71.0,160,3.4070239286611916,coverage,5.157356314344946,25.0,3.4070239286611916,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,family_planning,0.15423112019015078,42.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.2877782478664674,24.0,160,92.7049137748997,coverage,5.157356314344946,25.0,92.7049137748997,2025
p,0.542268254809656,49.0,2024-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,finance,0.6911256219864209,17.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.6911256219864209,17.0,160,5499.770747363595,coverage,5.157356314344946,25.0,5499.770747363595,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,1.0,1.0,200,100.0,coverage,5.254767418411445,20.0,100.0,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,delivery_care,0.5963732766254887,33.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.5221163852624594,28.0,200,68.57723824518739,coverage,5.254767418411445,20.0,68.57723824518739,2025
n,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,delivery_care,0.5963732766254887,33.0,Still birth ratio,indicator_4,indicator_4,0.5556943080526732,48.0,200,7.795698924731182,quality,1.1775939180882866,53.0,7.795698924731182,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,delivery_care,0.5963732766254887,33.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.35565456828066677,22.0,200,2.067688509412612,quality,1.1775939180882866,53.0,13.531707826050477,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,delivery_care,0.5963732766254887,33.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.35565456828066677,22.0,200,40.28108623153883,quality,1.1775939180882866,53.0,13.531707826050477,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,post_natal_care,0.8019540940115899,29.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.8019540940115899,29.0,200,87.90994623655915,coverage,5.254767418411445,20.0,87.90994623655915,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,immunization,0.3723697825556508,72.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.5754023210676324,49.0,200,89.02453390056027,coverage,5.254767418411445,20.0,89.02453390056027,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,immunization,0.3723697825556508,72.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.16933724404366915,57.0,200,0.9286612252556525,quality,1.1775939180882866,53.0,0.9286612252556525,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,communicable_diseases,0.5484538988556388,44.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,1.0,1.0,200,100.0,coverage,5.254767418411445,20.0,100.0,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,communicable_diseases,0.5484538988556388,44.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.0969077977112775,49.0,200,17.81756180733163,quality,1.1775939180882866,53.0,17.81756180733163,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,family_planning,0.3476261919636737,7.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.40238243051557276,2.0,200,30.493478283801522,coverage,5.254767418411445,20.0,30.493478283801522,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,family_planning,0.3476261919636737,7.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.29286995341177474,23.0,200,93.63733322943979,coverage,5.254767418411445,20.0,93.63733322943979,2025
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,finance,0.6600422341424151,21.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.6600422341424151,21.0,200,5430.061232300038,coverage,5.254767418411445,20.0,5430.061232300038,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,ante_natal,0.9687094475059046,3.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.9687094475059046,3.0,165,99.58942927045022,coverage,4.434000447441061,66.0,99.58942927045022,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.43824906463446506,58.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.3749097834603594,53.0,165,60.51805449168267,coverage,4.434000447441061,66.0,60.51805449168267,2025
n,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.43824906463446506,58.0,Still birth ratio,indicator_4,indicator_4,0.6412289315448724,42.0,165,6.384124298130913,quality,1.4841008757393888,28.0,6.384124298130913,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.43824906463446506,58.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.14930423944908167,50.0,165,1.2132746520756512,quality,1.4841008757393888,28.0,6.745734665752004,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.43824906463446506,58.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.14930423944908167,50.0,165,19.65480803099683,quality,1.4841008757393888,28.0,6.745734665752004,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,post_natal_care,0.6652254514435415,38.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.6652254514435415,38.0,165,79.56311052995923,coverage,4.434000447441061,66.0,79.56311052995923,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,immunization,0.40903387126570623,69.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.2733918103371176,54.0,165,81.21783526167009,coverage,4.434000447441061,66.0,81.21783526167009,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,immunization,0.40903387126570623,69.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.5446759321942948,10.0,165,1.158178530330429,quality,1.4841008757393888,28.0,1.158178530330429,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,communicable_diseases,0.57444588627557,30.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,1.0,1.0,165,100.0,coverage,4.434000447441061,66.0,100.0,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,communicable_diseases,0.57444588627557,30.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.14889177255114,32.0,165,18.847736625514404,quality,1.4841008757393888,28.0,18.847736625514404,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,family_planning,0.3037753775188297,13.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.1696870274910939,18.0,165,13.980721654064354,coverage,4.434000447441061,66.0,13.980721654064354,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,family_planning,0.3037753775188297,13.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.4378637275465655,9.0,165,120.18934307908061,coverage,4.434000447441061,66.0,120.18934307908061,2025
p,0.578435093673168,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,finance,0.5442131996564792,34.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.5442131996564792,34.0,165,5170.295924064768,coverage,4.434000447441061,66.0,5170.295924064768,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,1.0,1.0,163,100.0,coverage,4.440411594905727,65.0,100.0,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,delivery_care,0.37077463004072975,66.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.3993556721353609,50.0,163,61.856404174629745,coverage,4.440411594905727,65.0,61.856404174629745,2025
n,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,delivery_care,0.37077463004072975,66.0,Still birth ratio,indicator_4,indicator_4,0.49572273193640426,58.0,163,8.785407556238427,quality,1.142552641939131,56.0,8.785407556238427,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,delivery_care,0.37077463004072975,66.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.10862274302521206,60.0,163,0.9120886830842629,quality,1.142552641939131,56.0,5.4078955432446225,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,delivery_care,0.37077463004072975,66.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.10862274302521206,60.0,163,15.898111550285462,quality,1.142552641939131,56.0,5.4078955432446225,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,post_natal_care,0.8098801645737207,26.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.8098801645737207,26.0,163,88.39380687861956,coverage,4.440411594905727,65.0,88.39380687861956,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,immunization,0.5776214900681974,34.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.7288978426422061,37.0,163,92.9922543499363,coverage,4.440411594905727,65.0,92.9922543499363,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,immunization,0.5776214900681974,34.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.4263451374941886,16.0,163,1.0858199753390876,quality,1.142552641939131,56.0,1.0858199753390876,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,communicable_diseases,0.5559310147416631,39.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,1.0,1.0,163,100.0,coverage,4.440411594905727,65.0,100.0,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,communicable_diseases,0.5559310147416631,39.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.11186202948332617,42.0,163,18.11391223155929,quality,1.142552641939131,56.0,18.11391223155929,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,family_planning,0.0383758169068182,72.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.03366147714949767,66.0,163,4.327944766243535,coverage,4.440411594905727,65.0,4.327944766243535,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,family_planning,0.0383758169068182,72.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.04309015666413872,70.0,163,47.89636494952554,coverage,4.440411594905727,65.0,47.89636494952554,2025
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,finance,0.4255262817408028,48.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.4255262817408028,48.0,163,4904.121350887234,coverage,4.440411594905727,65.0,4904.121350887234,2025
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,ante_natal,0.7586454363195312,7.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.7586454363195312,7.0,164,96.83312976627188,coverage,4.443986551472443,64.0,96.83312976627188,2025
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,delivery_care,0.6047258779468105,29.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.31920584878527963,65.0,164,57.46840699052497,coverage,4.443986551472443,64.0,57.46840699052497,2025
n,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,delivery_care,0.6047258779468105,29.0,Still birth ratio,indicator_4,indicator_4,0.5548722917994819,49.0,164,7.809264627580903,quality,1.6530770133856376,17.0,7.809264627580903,2025
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,delivery_care,0.6047258779468105,29.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.4700497466278351,12.0,164,5.208275862068965,quality,1.6530770133856376,17.0,17.29367231782995,2025
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,delivery_care,0.6047258779468105,29.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.4700497466278351,12.0,164,45.49293071460559,quality,1.6530770133856376,17.0,17.29367231782995,2025
