calc_type,date,district,district_id,div_map_id,division,domain,indicator,indicator_id,map_id,perc_point,quarter,type,year
p,2021-08-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,Fund,% of fund utilized against approved budget,indicator_35,204,23.6,2,Fund,2022
p,2021-08-01,Chandauli,ClbehnmwSec,195,Varanasi Division,JSY,% JSY Incentive,indicator_36,196,51.046405823475894,2,JSY,2022
p,2021-08-01,Chandauli,ClbehnmwSec,195,Varanasi Division,Fund,% of fund utilized against approved budget,indicator_35,196,25.7,2,Fund,2022
p,2021-08-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,JSY,% JSY Incentive,indicator_36,170,78.51339151369244,2,JSY,2022
p,2021-08-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,Fund,% of fund utilized against approved budget,indicator_35,170,31.8,2,Fund,2022
p,2021-08-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,JSY,% JSY Incentive,indicator_36,132,32.61169967756794,2,JSY,2022
p,2021-08-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,Fund,% of fund utilized against approved budget,indicator_35,132,19.8,2,Fund,2022
p,2021-08-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,JSY,% JSY Incentive,indicator_36,152,57.52212389380532,2,JSY,2022
p,2021-08-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,Fund,% of fund utilized against approved budget,indicator_35,152,21.2,2,Fund,2022
p,2021-08-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,JSY,% JSY Incentive,indicator_36,139,31.65354330708661,2,JSY,2022
p,2021-08-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,Fund,% of fund utilized against approved budget,indicator_35,139,22.6,2,Fund,2022
p,2021-08-01,Rampur,IU006h5U7jj,134,Moradabad Division,JSY,% JSY Incentive,indicator_36,136,18.578811369509047,2,JSY,2022
p,2021-08-01,Rampur,IU006h5U7jj,134,Moradabad Division,Fund,% of fund utilized against approved budget,indicator_35,136,24.6,2,Fund,2022
p,2021-08-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,JSY,% JSY Incentive,indicator_36,160,33.22627737226277,2,JSY,2022
p,2021-08-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,Fund,% of fund utilized against approved budget,indicator_35,160,19.1,2,Fund,2022
p,2021-08-01,Basti,J1P16zQEOUT,185,Basti Division,JSY,% JSY Incentive,indicator_36,185,67.87595084844938,2,JSY,2022
p,2021-08-01,Basti,J1P16zQEOUT,185,Basti Division,Fund,% of fund utilized against approved budget,indicator_35,185,24.4,2,Fund,2022
p,2021-08-01,Mathura,KP2BUB1npih,146,Agra Division,JSY,% JSY Incentive,indicator_36,145,35.83842179426961,2,JSY,2022
p,2021-08-01,Mathura,KP2BUB1npih,146,Agra Division,Fund,% of fund utilized against approved budget,indicator_35,145,17.7,2,Fund,2022
p,2021-08-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,JSY,% JSY Incentive,indicator_36,197,12.491000719942406,2,JSY,2022
