block_id,perc_point,indicator_id,district_id,district,block,division,type,domain,indicator,calc_type,year,quarter,date
gSwqRR5qMEE,,indicator_1,XxaOowFtkiJ,Sitapur,Biswan,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
f6vmbanfxRo,,indicator_1,YzHpzrN0eLv,Sambhal,Pawansa,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
H5UJopTvZPy,,indicator_1,ZLcx4iOVyN5,Etah,Skiit,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Cea63kQpiOw,,indicator_1,NNk3JP90QZ5,Sonbhadra,Ghorahawal,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
cmHMhMayFWq,,indicator_1,Mq751wBMqGF,Jhansi,Mauranipur,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
obGw4WWLMlw,,indicator_1,FKYZ3JbWq84,Saharanpur,Saharanpur Rampur Maniharan,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
QsfJqnMcwds,,indicator_1,eA37kyBRRuZ,Budaun,Sahaswan,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
bYn0jt3AvMQ,,indicator_1,NjckKfm3g0k,Azamgarh,Azamgarh Mirzapur,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
snr8f1gc8vd,,indicator_1,tXgaew1Pd2Y,Prayagraj,Koraon,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Orx7pmg4L68,,indicator_1,fe1yBApr2sl,Sant Kabir Nagar,Belahar Kala,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Gj3mY1laAQs,,indicator_1,GaiLSoQq1ue,Shahjahanpur,Mirzapur Shahjahanpur,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
UtcpvEmyolV,,indicator_1,tXgaew1Pd2Y,Prayagraj,Saidabad,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
TcWp3YBgjTX,,indicator_1,tXgaew1Pd2Y,Prayagraj,Baharia,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
OnFJhLr5Af4,,indicator_1,k3D0AumUCiC,Kanpur Dehat,Kanpur Dehat Serwenkheda,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
BKeRkKcuOgW,,indicator_1,o4ZQTVcMI7U,Sultanpur,Jaisinghpur,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
HYVom1xMtdc,,indicator_1,M5NHlfAaKYI,Ghaziabad,Ghaziabad DHQ,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
kepTOn7He9W,,indicator_1,oNDvGBE5fLq,Ballia,Ballia Navanagar,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
hcBv6xoPmri,,indicator_1,o4ZQTVcMI7U,Sultanpur,Motigarpur,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
jQRhw2yoQk2,,indicator_1,lLvTDpBDY8u,Rae Bareli,Rae Bareli Herchandrapur,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
rMbW2gza9HD,,indicator_1,Tf9b9qcbghH,Deoria,Deoria Bhaluni,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
LA0OjaZZFYz,,indicator_1,PeUY1vj02UQ,Bhadohi,Sant Ravidas Nagar Bhadohi,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
GK26msJSJoZ,,indicator_1,oyTwneTbWDx,Shrawasti,Shrawasti DHQ,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
VKvevXLweem,,indicator_1,MfHac5N78aK,Lucknow,Mohanlalganj,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
pWd385fXS6s,,indicator_1,cP0p8qfm3il,Siddharth Nagar,Bhanwapur,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
moqnzHZCfQg,,indicator_1,UAicdMLyuk4,Mirzapur,Sikhar,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Cr1PwYBuSs1,,indicator_1,LeuBT7KfuuA,Varanasi,Varanasi Pindara,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
CNdl7yi4n8S,,indicator_1,Mq751wBMqGF,Jhansi,Chirgaon,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
NAhNn2JVtnF,,indicator_1,XxaOowFtkiJ,Sitapur,Sidhauli,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
mSef7qX2gGM,,indicator_1,CZ8kLjgqvSH,Hapur,Simbhaoli,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
I13T5ZdIFEi,,indicator_1,PeUY1vj02UQ,Bhadohi,Sant Ravidas Nagar Gyanpur,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
F4PpXNqeUpP,,indicator_1,hgquAmZaNBu,Amroha,Gajraula,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
bwQadqgE3oJ,,indicator_1,uS0pNSxN3sS,Balrampur,Gainsdasbujhurg,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
IClJwvvGCfX,,indicator_1,MVQs2RrS1Nw,Muzaffarnagar,Muzaffarnagar Jansath,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
SiLZVlguB9v,,indicator_1,d9ZuMopgX29,Lakhimpur Kheri,Mohamdi Kheri,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
HZYH9FeKSbz,,indicator_1,StsLkYw1G0m,Amethi,C S M Nagar Bazar Shukul,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
pAJMw6V9F29,,indicator_1,uEEwlAGZXWW,Farrukhabad,Farrukhabad  DHQ,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
SvNkFaLvfio,,indicator_1,aT03mfdlNiF,Unnav,Unnav Bighapur,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
WxMksp7j6w7,,indicator_1,UAicdMLyuk4,Mirzapur,Mirzapur DHQ,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
myKgoGwviVc,,indicator_1,StsLkYw1G0m,Amethi,C S M Nagar Amethi,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
AzV6zQXaRba,,indicator_1,Tf9b9qcbghH,Deoria,Deoria Bhttni,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
pvZgEadkY59,,indicator_1,lLvTDpBDY8u,Rae Bareli,Rae Bareli Amawa,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
DCamfBCJMSi,,indicator_1,hITp09XOBLZ,Kasganj,Sidhpura,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
W9mkfkYcPh8,,indicator_1,Mq751wBMqGF,Jhansi,Bangra,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
JIEAUI17z3o,,indicator_1,HJIS3IrQ0Nj,Bagpat,Baraut,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
KkUxdrYeeXC,,indicator_1,dScWdMRN8PL,Ghazipur,Ghazipur Badhora,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
NHwhqnwjZ0d,,indicator_1,m1IAjmqkoFC,Hathras,Hathras Mursan,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
iK1PfQ9wLbz,,indicator_1,MfHac5N78aK,Lucknow,Kakori,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
JBG7yZn3ZhD,,indicator_1,Pm0jLk6EAiE,Etawah,Etawah Basrehar,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
DQg8KWOYf9m,,indicator_1,fagfcadhxej,Lalitpur,Lalitpur Madawara,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
entrhoaBv1i,,indicator_1,AcnMkNGgc3S,Maharajganj,Maharajganj DHQ,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
kaWQCx3sgxl,,indicator_1,HJIS3IrQ0Nj,Bagpat,Bagpat DHQ,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Ae5sVkqEY53,,indicator_1,y8WarEkWCul,Gonda,Parsupur,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ciUK1Y4Eaxf,,indicator_1,MfHac5N78aK,Lucknow,Sarojninagar,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
jvUzHuel9I6,,indicator_1,hITp09XOBLZ,Kasganj,kasganj,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
XuOunfUuyUX,,indicator_1,MVQs2RrS1Nw,Muzaffarnagar,Muzaffarnagar Shahpur,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Xj8oMwQWDUl,,indicator_1,i2fSZZ3QAJJ,Chitrakoot,Pahari,Chitrakoot Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
eV15qufBx79,,indicator_1,N5WWbRtsjWp,Agra,Agra Achnera,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
UBw5aJTPmZ3,,indicator_1,tXgaew1Pd2Y,Prayagraj,Kaundhiyara,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
xmoNxfjNe2l,,indicator_1,uEEwlAGZXWW,Farrukhabad,Kamalganj,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
aHuzZgGIslk,,indicator_1,uCYjHW7FuGG,Bijnor,Bijnor Noorpur,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
qzyZ63I1bIh,,indicator_1,NjckKfm3g0k,Azamgarh,Azamgarh Fhoolpur,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
dIVl43wpljo,,indicator_1,NjckKfm3g0k,Azamgarh,Azamgarh Palhani,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
EXoRpuAixOF,,indicator_1,PAj0oVY0Dxu,Kaushambi,Sarswan,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
p6cTEKZv0Bb,,indicator_1,gmw76vAUMqz,Jaunpur,Machhalishahar,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ziD9Ib1XELX,,indicator_1,aT03mfdlNiF,Unnav,Unnav Nawabganj,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
XZ4UCP8boX8,,indicator_1,xUeHwd9FQkg,Kushinagar,Kushinagar Ramkola,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
YPsEnS75cQ8,,indicator_1,NNk3JP90QZ5,Sonbhadra,Nagawa,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Mt3m2kDHXcq,,indicator_1,CZ8kLjgqvSH,Hapur,Hapur DHQ,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
EdO6OYkMy4n,,indicator_1,uCYjHW7FuGG,Bijnor,Bijnor Jalilpur,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
kRWfFb08HmE,,indicator_1,bNmwkrQeP3e,Gautam Buddha Nagar,Gautam Buddha Nagar Dadri,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
rvgyhTDiBPh,,indicator_1,cP0p8qfm3il,Siddharth Nagar,Lotan,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
OHnlTAIgKxY,,indicator_1,xUeHwd9FQkg,Kushinagar,Kushinagar Khadda,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
sxmq7Z4MO2H,,indicator_1,sUQMxIc3yXj,Mahoba,DWH Mahoba,Chitrakoot Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
TqhQTNCu0rW,,indicator_1,MTIkUw5q5pX,Hardoi,Bilgram,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
QAfsawYvIW0,,indicator_1,DggJGxqbWHn,Banda,Baberu,Chitrakoot Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
FXjd8I3tis1,,indicator_1,ogBt4gWCiem,Bulandshahar,Bulandshahar Gulaothi,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Y5b8fuW0nqo,,indicator_1,GaiLSoQq1ue,Shahjahanpur,Khudaganj,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
njhb7CY73zh,,indicator_1,eJTsuE56XDF,Firozabad,Firozabad Araon,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
oZ8M2HNNfYK,,indicator_1,PeUY1vj02UQ,Bhadohi,Sant Ravidas Nagar Suriyawa,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
n9AVoLqOsfk,,indicator_1,uS0pNSxN3sS,Balrampur,Sridattganj,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
zFNrX1gsn6L,,indicator_1,IhQbDYRiF8w,Kannauj,Talgram,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
KNS89BltpLw,,indicator_1,tzH6nJu9SwS,Barabanki,Ramnagar Barabanki,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
hYGI5A3Mq94,,indicator_1,AdiUcz9BXhx,Shamli,Shamli Unn,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
F1Ddi7jawvX,,indicator_1,ClbehnmwSec,Chandauli,Dhanapur,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
iRCOLiyhze6,,indicator_1,tzH6nJu9SwS,Barabanki,Fatehpur,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
KocU1z4MS42,,indicator_1,hgquAmZaNBu,Amroha,Dhanaura,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
btuo0MWP5ET,,indicator_1,StsLkYw1G0m,Amethi,C S M Nagar Jagdishpur,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Cge552Satby,,indicator_1,ibLiLcaKzw2,Fatehpur,Fatehpur Deomai,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
NBKbLavdozm,,indicator_1,NNk3JP90QZ5,Sonbhadra,Sonbhadra DHQ,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
dnrD7zqEOQ2,,indicator_1,bNmwkrQeP3e,Gautam Buddha Nagar,Gautam Buddha Nagar Jever,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
TY8SzPsUCPQ,,indicator_1,m1IAjmqkoFC,Hathras,Hathras Hasayan,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
OWrTCTjWjzI,,indicator_1,IhQbDYRiF8w,Kannauj,Jalalabad Kannauj,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
h9b0ymhftGb,,indicator_1,Mq751wBMqGF,Jhansi,Gursaria,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
KV5wZ2pPQe1,,indicator_1,vR85cHdsw1w,Gorakhpur,Gola,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
vAlop9evcWY,,indicator_1,tXgaew1Pd2Y,Prayagraj,Jasra,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Bc5VrfyFJO4,,indicator_1,k3D0AumUCiC,Kanpur Dehat,Kanpur Dehat Sandalpur,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ABuWCL4zW6t,,indicator_1,jM27ji8tyrM,Ambedkar Nagar,Baskhari,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
FPqrFlrWiLm,,indicator_1,YQNQoPjAIpV,Moradabad,Mundapanday,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
RiVugbfNzS2,,indicator_1,KP2BUB1npih,Mathura,Mathura Nandganv,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
QvnprpIbIJp,,indicator_1,tzH6nJu9SwS,Barabanki,Nindura,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
hSxXTcaWSE8,,indicator_1,fagfcadhxej,Lalitpur,Lalitpur Mahroni,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
omKjHTDECWY,,indicator_1,tXgaew1Pd2Y,Prayagraj,Shankargarh,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
mqJOhnNW2ce,,indicator_1,N5WWbRtsjWp,Agra,Agra Sainya,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
rBDpTYpQ340,,indicator_1,ogBt4gWCiem,Bulandshahar,Bulandshahar Anoopshahr,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
SmB8HLGFIyw,,indicator_1,NL5xiiHZQSC,Jalaun,Jalaun JALAUN,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
WFVLpMb2xKo,,indicator_1,frD2HOp3wAs,Aligarh,Akrabad,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
KtYM7svxHgY,,indicator_1,lLvTDpBDY8u,Rae Bareli,Rae Bareli Dalamau,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
RXv1GaQ6IyV,,indicator_1,iE0E3nLioFr,Bahraich,Keaserganj,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
kBVkJI1qaWb,,indicator_1,MTIkUw5q5pX,Hardoi,Hardoi DHQ,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
kvn8lGZHRgM,,indicator_1,fe1yBApr2sl,Sant Kabir Nagar,Bghouli,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ApSm0CuGVfL,,indicator_1,MfHac5N78aK,Lucknow,BKTalabe,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
GGmtoqpI9Je,,indicator_1,NL5xiiHZQSC,Jalaun,Jalaun Madhougarh,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
rzAzyO3UWpL,,indicator_1,uCYjHW7FuGG,Bijnor,Bijnor Kiratpur,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
H1Z5zG9mjfG,,indicator_1,uS0pNSxN3sS,Balrampur,Heryasethghrwa,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
sfvcD32u4kK,,indicator_1,gmw76vAUMqz,Jaunpur,Muftiganj,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
CJnQGhWTHo0,,indicator_1,GaiLSoQq1ue,Shahjahanpur,Jalalabad,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
tZXCzgn6lut,,indicator_1,MTIkUw5q5pX,Hardoi,Sandila,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
O0G9BMkbU7f,,indicator_1,o4ZQTVcMI7U,Sultanpur,Lambhua,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
FhvPjqLG12y,,indicator_1,DggJGxqbWHn,Banda,Kemasin,Chitrakoot Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
XW2FOqHQemu,,indicator_1,YzHpzrN0eLv,Sambhal,Sambhal,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Jmwf6ICjPJQ,,indicator_1,d9ZuMopgX29,Lakhimpur Kheri,Bijua,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ww1Qb6eAFFD,,indicator_1,iE0E3nLioFr,Bahraich,Balha,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
axbfDth7CE1,,indicator_1,iE0E3nLioFr,Bahraich,Shivpur,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
fDgjRPtNpqt,,indicator_1,frD2HOp3wAs,Aligarh,Lodha,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
gspBjXC9nc5,,indicator_1,YzHpzrN0eLv,Sambhal,Junawai,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
fAXjUK5F5Xr,,indicator_1,eJTsuE56XDF,Firozabad,Firozabad DHQ,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
BYiQDRJhWWk,,indicator_1,xUeHwd9FQkg,Kushinagar,Kushinagar Hata,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
wzWcav8jSNr,,indicator_1,o4ZQTVcMI7U,Sultanpur,Kurebhar,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
at47ZXktqxv,,indicator_1,hITp09XOBLZ,Kasganj,Patiyali,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
tZd8rrGLhlU,,indicator_1,N5WWbRtsjWp,Agra,Agra Fatehpur Sikhri,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
sGcpaNGqN8u,,indicator_1,ibLiLcaKzw2,Fatehpur,Fatehpur Teliyani,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
