block_id,perc_point,indicator_id,district_id,district,block,division,type,domain,indicator,calc_type,year,quarter,date
YhzzNFiy1cg,,indicator_2,AcnMkNGgc3S,Maharajganj,Mithora,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
RzW4W8GzuhH,,indicator_2,aT03mfdlNiF,Unnav,Unnav Ganj Moardabad,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
yQrRCA2ngHE,,indicator_2,gmw76vAUMqz,Jaunpur,Khuthan,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
MTIyIVsTiFD,,indicator_2,oNDvGBE5fLq,Ballia,Ballia Beruarbari,Azamgarh Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
oB6hTaKvzgv,,indicator_2,jM27ji8tyrM,Ambedkar Nagar,Jahangir Ganj,Ayodhya Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
rqYozNDUgyg,,indicator_2,NNk3JP90QZ5,Sonbhadra,Chopen,Mirzapur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
F4fL0v4ObFM,,indicator_2,VSI7HobT5qL,Hamirpur,Hamirpur Nauranga,Chitrakoot Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
nxstNxWEDHb,,indicator_2,vR85cHdsw1w,Gorakhpur,Pali,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
SgYEydzGGbJ,,indicator_2,xUeHwd9FQkg,Kushinagar,Kushinagar Sukhroli,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
ooMZMhdhlnd,,indicator_2,tXgaew1Pd2Y,Prayagraj,Dhanupur,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
miCbY8KENnd,,indicator_2,aT03mfdlNiF,Unnav,Unnav C.Karen,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
DeIlv8osqJa,,indicator_2,frD2HOp3wAs,Aligarh,Dhnipur,Alligarh Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
iQBAMBoxYul,,indicator_2,NL5xiiHZQSC,Jalaun,Jalaun Rampura,Jhansi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
fPJnAq2xoTU,,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Kakwan,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
RHjnoE1DdVp,,indicator_2,oNDvGBE5fLq,Ballia,Ballia DHQ,Azamgarh Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
Yn3eQ5gagvS,,indicator_2,PeUY1vj02UQ,Bhadohi,Sant Ravidas Nagar DHQ,Mirzapur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
bMszXRRjCCv,,indicator_2,ogBt4gWCiem,Bulandshahar,Bulandshahar Bulandshahr,Meerut Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
e6v2BeJjdF0,,indicator_2,MVQs2RrS1Nw,Muzaffarnagar,Muzaffarnagar Khthauli,Saharanpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
hFYPDvQ1x7I,,indicator_2,uCYjHW7FuGG,Bijnor,Bijnor Dhampur,Moradabad Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
rnqodqKeG71,,indicator_2,tXgaew1Pd2Y,Prayagraj,Pratappur,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
v4LM2W1q50L,,indicator_2,eJTsuE56XDF,Firozabad,Firozabad Aeka,Agra Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
gh2z6ozRHvl,,indicator_2,MVQs2RrS1Nw,Muzaffarnagar,Muzaffarnagar Budana,Saharanpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
qQSBi5m4QpM,,indicator_2,b4XkXzoGqFY,Ayodhya,Milkipur,Ayodhya Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
jc9CoHdLFLu,,indicator_2,k3D0AumUCiC,Kanpur Dehat,Kanpur Dehat Rasulabad,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
laYVNN7jnnN,,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Kalyanpur,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
vlW7Ky7ubGA,,indicator_2,ogBt4gWCiem,Bulandshahar,Bulandshahar Uncha gaon,Meerut Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
aoQgD2b6JtI,,indicator_2,NL5xiiHZQSC,Jalaun,Jalaun Kadaura,Jhansi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
w0PTR0Qc2H7,,indicator_2,ibLiLcaKzw2,Fatehpur,Fatehpur Dhata,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
pNfKKA9YCVD,,indicator_2,AcnMkNGgc3S,Maharajganj,Ghughali,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
S5qj59ohege,,indicator_2,NL5xiiHZQSC,Jalaun,Jalaun Nadigaun,Jhansi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
Sl9Xsytpbd8,,indicator_2,v8YGmR7nOdj,Meerut,Meerut Jani Khurd,Meerut Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
AvDeCxhTMWB,,indicator_2,sUQMxIc3yXj,Mahoba,Kulphar,Chitrakoot Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
RjTiJ3wL4Ir,,indicator_2,N5WWbRtsjWp,Agra,Agra Bichpuri,Agra Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
zpWs8PEVrYv,,indicator_2,v8YGmR7nOdj,Meerut,Meerut Sardhana,Meerut Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
gfXniA8E2yB,,indicator_2,vVqY3DPcpHf,Bareilly,Mirganj,Bareilly Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
QlnYDSaHYHx,,indicator_2,IhQbDYRiF8w,Kannauj,Umarda,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
YIfO8FmqA6j,,indicator_2,xUeHwd9FQkg,Kushinagar,Kushinagar Kaptanganj,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
Zkst7ZD9ogq,,indicator_2,y8WarEkWCul,Gonda,Itiathok,Gonda Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
JZJD7vQ6YIE,,indicator_2,ogBt4gWCiem,Bulandshahar,Bulandshahar DHQ,Meerut Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
EcaeGqA47MY,,indicator_2,gmw76vAUMqz,Jaunpur,Sondhi,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
ZfE3mnPPu5Y,,indicator_2,tzH6nJu9SwS,Barabanki,Sirauli Gaus Pur,Ayodhya Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
ws066anR0wR,,indicator_2,m1IAjmqkoFC,Hathras,Hathras Sikandra Rao,Alligarh Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
IiY5fP1UuFV,,indicator_2,xUeHwd9FQkg,Kushinagar,Kushinagar DHQ,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
jkV9lhxAuuK,,indicator_2,frD2HOp3wAs,Aligarh,Gonda,Alligarh Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
bztOHPUBTjU,,indicator_2,KP2BUB1npih,Mathura,Mathura Goverdhan,Agra Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
r1D91q65KwQ,,indicator_2,J1P16zQEOUT,Basti,Vikramjot,Basti Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
UlR3pGm65VX,,indicator_2,Tf9b9qcbghH,Deoria,Deoria Majhgawon,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
wgoGe5KFMCX,,indicator_2,iE0E3nLioFr,Bahraich,Risia,Gonda Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
Dn4n2S6qEWw,,indicator_2,XBLhrSWGytu,Mainpuri,Mainpuri Bewar,Agra Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
KTP3RqHdGlM,,indicator_2,y8WarEkWCul,Gonda,Belsar,Gonda Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
gwFahuoicRH,,indicator_2,J1P16zQEOUT,Basti,Kudreha,Basti Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
o9uEgq78lMK,,indicator_2,hgquAmZaNBu,Amroha,Block Amroha,Moradabad Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
IjocfjQxUOy,,indicator_2,ogBt4gWCiem,Bulandshahar,Bulandshahar Sikandrabad,Meerut Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
PrrfSkPnkmn,,indicator_2,AdiUcz9BXhx,Shamli,Shamli Thana Bhawan,Saharanpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
Yz8M2ESnoFT,,indicator_2,vR85cHdsw1w,Gorakhpur,Khorabar,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
EWInJymroFJ,,indicator_2,KP2BUB1npih,Mathura,Mathura Mant,Agra Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
EbQXwXsACBg,,indicator_2,QVMRMhzVrrS,Kanpur Nagar,Chobeypur,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
uqiwsVkCjJB,,indicator_2,YzHpzrN0eLv,Sambhal,Bahjoi,Moradabad Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
cCWLrzUi4yN,,indicator_2,c96jwckSd6j,Pilibhit,Bisalpur,Bareilly Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
cDxHC5dDWRe,,indicator_2,vR85cHdsw1w,Gorakhpur,Piprauli,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
BkcbTCyupP9,,indicator_2,XBLhrSWGytu,Mainpuri,Mainpuri Jagir,Agra Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
WZYAC5DYYJk,,indicator_2,oNDvGBE5fLq,Ballia,Ballia Bairiya,Azamgarh Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
cFRa7gJ9JI1,,indicator_2,LeuBT7KfuuA,Varanasi,Varanasi DHQ,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
UuA1Z7kFP5w,,indicator_2,ClbehnmwSec,Chandauli,Naugarh,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
GdimZzDSdCV,,indicator_2,XBLhrSWGytu,Mainpuri,Mainpuri Ghiror,Agra Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
scpjZUfh7zI,,indicator_2,StsLkYw1G0m,Amethi,C S M Nagar Shahgarh,Ayodhya Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
a5QF4ok7kUq,,indicator_2,oyTwneTbWDx,Shrawasti,Ikauna,Gonda Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
aJ8DEEvimsM,,indicator_2,vR85cHdsw1w,Gorakhpur,Gagaha,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
qXzAAhlpnux,,indicator_2,lLvTDpBDY8u,Rae Bareli,Rae Bareli DHQ,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
PUVxtkWZlNI,,indicator_2,ZLcx4iOVyN5,Etah,Sitalpur,Alligarh Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
OG07uORb7i2,,indicator_2,MTIkUw5q5pX,Hardoi,Sandi,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
aO4ZhXYOBeK,,indicator_2,YQNQoPjAIpV,Moradabad,Thakurdwara,Moradabad Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
O3U9QEmpjTV,,indicator_2,ibLiLcaKzw2,Fatehpur,Fatehpur Khjuha,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
CpShKssApxk,,indicator_2,aT03mfdlNiF,Unnav,Unnav Asoha,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
J2ufTjaikuE,,indicator_2,ClbehnmwSec,Chandauli,Sakaldeeha,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
gO0bpL7Tygs,,indicator_2,PAj0oVY0Dxu,Kaushambi,Muratganj,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
hm9hIxLNVN8,,indicator_2,AcnMkNGgc3S,Maharajganj,Siswa,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
RWbJEn9kMN0,,indicator_2,GaiLSoQq1ue,Shahjahanpur,Sidhouli,Bareilly Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
V9DOCawlsCk,,indicator_2,tXgaew1Pd2Y,Prayagraj,Kaurihar,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
rWNzTUgiIT6,,indicator_2,hgquAmZaNBu,Amroha,Hasanpur,Moradabad Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
vvIR3mOcYGz,,indicator_2,xUeHwd9FQkg,Kushinagar,Kushinagar Padrouna,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
C2FFe2TBScZ,,indicator_2,o4ZQTVcMI7U,Sultanpur,Dubeypur,Ayodhya Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
oJK3Sqdic6n,,indicator_2,dScWdMRN8PL,Ghazipur,Ghazipur Kasimabad,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
SQuL6ZdC6LY,,indicator_2,dScWdMRN8PL,Ghazipur,Ghazipur Barachwar,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
jc5MqfKVzRH,,indicator_2,GaiLSoQq1ue,Shahjahanpur,Shahjahanpur DHQ,Bareilly Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
GMBAMYjK1nv,,indicator_2,fz7bJo3egPX,Pratapgarh,Shivgarh Pratapgarh,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
baHOn9wfzJ1,,indicator_2,Bd6E8zkVvVt,Auraiya,Auraiya Auriya,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
lr3CfswaZMq,,indicator_2,MTIkUw5q5pX,Hardoi,Pihani,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
ppVmu0WT8Jb,,indicator_2,PAj0oVY0Dxu,Kaushambi,Manjhanpur,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
KZ9A7NuGOta,,indicator_2,jM27ji8tyrM,Ambedkar Nagar,Bhiyaon,Ayodhya Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
X4NDrvDmL4p,,indicator_2,J1P16zQEOUT,Basti,Rudhouli,Basti Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
vlnVnG5JxVJ,,indicator_2,StsLkYw1G0m,Amethi,C S M Nagar Singhpur,Ayodhya Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
w5PW1t5ovb8,,indicator_2,IhQbDYRiF8w,Kannauj,Kannauj,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
iD2sVe31G90,,indicator_2,DggJGxqbWHn,Banda,Jaspura,Chitrakoot Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
lqFb50V1HFl,,indicator_2,IhQbDYRiF8w,Kannauj,Chibramau,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
oER6x75izaS,,indicator_2,vR85cHdsw1w,Gorakhpur,Gorakhpur DHQ,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
S0dqgoK82zn,,indicator_2,Tf9b9qcbghH,Deoria,Deoria Rampur Karkhna,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
L3tm8ZCQ4VU,,indicator_2,Pm0jLk6EAiE,Etawah,Etawah Jasventnagar,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
shhTmT0DeTX,,indicator_2,uCYjHW7FuGG,Bijnor,Bijnor Chandok,Moradabad Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
f8FnEAgiGOz,,indicator_2,o4ZQTVcMI7U,Sultanpur,Kadipur,Ayodhya Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
rpRvuw2Iiug,,indicator_2,StsLkYw1G0m,Amethi,C S M Nagar Musafirkhana,Ayodhya Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
lruABl36XZQ,,indicator_2,lLvTDpBDY8u,Rae Bareli,Rae Bareli Deeh,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
fpNl2OeBSp3,,indicator_2,vVqY3DPcpHf,Bareilly,Kuadanda,Bareilly Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
kKTBu6UpSYl,,indicator_2,d9ZuMopgX29,Lakhimpur Kheri,Phoolbhar,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
N5oPV77d3Vf,,indicator_2,cP0p8qfm3il,Siddharth Nagar,Birdpur,Basti Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
JcfBKD9Fdaw,,indicator_2,VSI7HobT5qL,Hamirpur,Hamirpur Kurara,Chitrakoot Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
g6QRDUGvU6j,,indicator_2,Pm0jLk6EAiE,Etawah,Etawah Mahewa,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
X2K6bByVLd2,,indicator_2,vR85cHdsw1w,Gorakhpur,Chargawan,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
cbIIWsiZRDy,,indicator_2,NjckKfm3g0k,Azamgarh,Azamgarh Tahebpur,Azamgarh Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
r2eMDAoHzuI,,indicator_2,KP2BUB1npih,Mathura,Mathura Nauhjheel,Agra Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
H82DYZCKRwR,,indicator_2,Pm0jLk6EAiE,Etawah,Etawah DHQ,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
nH12F0E43cT,,indicator_2,cP0p8qfm3il,Siddharth Nagar,Dumaria,Basti Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
fOvbWnMTlvE,,indicator_2,uS0pNSxN3sS,Balrampur,Gaisandi,Gonda Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
E5A2kSTc3PM,,indicator_2,Tf9b9qcbghH,Deoria,Deoria Barhaz,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
QiCjYBLbYGE,,indicator_2,ibLiLcaKzw2,Fatehpur,Fatehpur Gpalganj,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
sbVBq9HPEgp,,indicator_2,KP2BUB1npih,Mathura,Mathura Chaumuha,Agra Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
CzrcP2SLElb,,indicator_2,GaiLSoQq1ue,Shahjahanpur,Dadroul,Bareilly Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
CGzm91g5LUD,,indicator_2,tXgaew1Pd2Y,Prayagraj,Manda,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
TUe1OHD8Q0q,,indicator_2,AdiUcz9BXhx,Shamli,Shamli Kudana,Saharanpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
HtBQrKnRi8A,,indicator_2,PAj0oVY0Dxu,Kaushambi,Sirthu,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
NbdKCUBY7yL,,indicator_2,lLvTDpBDY8u,Rae Bareli,Rae Bareli Maharajganj,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
X9URGLOiulW,,indicator_2,vR85cHdsw1w,Gorakhpur,Pipraich,Gorakhpur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
fRl1gRWCXvz,,indicator_2,vVqY3DPcpHf,Bareilly,Bareily DHQ,Bareilly Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
TLMPAZhmOLv,,indicator_2,IU006h5U7jj,Rampur,Milak,Moradabad Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
CYb7f3DOpb0,,indicator_2,aT03mfdlNiF,Unnav,Unnav DHQ,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
i81wO4m0rn2,,indicator_2,gmw76vAUMqz,Jaunpur,Jaunpur DHQ,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
dbHdyWgjMbk,,indicator_2,y8WarEkWCul,Gonda,Gonda DHQ,Gonda Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
wwaYoRwSd1k,,indicator_2,uCYjHW7FuGG,Bijnor,Bijnor Afjialgarh,Moradabad Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
adk9clLdGC3,,indicator_2,v8YGmR7nOdj,Meerut,Meerut Daurala,Meerut Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
SiApLfkyuVz,,indicator_2,gmw76vAUMqz,Jaunpur,Ramnagar Jaunpur,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
RyFHMa78ezE,,indicator_2,ogBt4gWCiem,Bulandshahar,Bulandshahar Danpur,Meerut Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
RCZZTOaqXrm,,indicator_2,k3D0AumUCiC,Kanpur Dehat,Kanpur Dehat Rajpur,Kanpur Nagar Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
E6hdzl0I5tt,,indicator_2,lLvTDpBDY8u,Rae Bareli,Rae Bareli Setawan,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
engUwg3VX3b,,indicator_2,tXgaew1Pd2Y,Prayagraj,Prayagraj DHQ,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
IdkC83lgdBj,,indicator_2,tzH6nJu9SwS,Barabanki,Siddhaur,Ayodhya Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
q73Py9jt80A,,indicator_2,VSI7HobT5qL,Hamirpur,Hamirpur Sumerpur,Chitrakoot Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
YAHDIDrUMwP,,indicator_2,LeuBT7KfuuA,Varanasi,Varanasi Harraua,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
ruw57rtPpxr,,indicator_2,MTIkUw5q5pX,Hardoi,Hariyanwa,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
INQHpWL0ZBk,,indicator_2,tXgaew1Pd2Y,Prayagraj,Karchhana,Prayagraj Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
qEXJSGxJGJX,,indicator_2,fe1yBApr2sl,Sant Kabir Nagar,Mehadawal,Basti Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
AcznJJtvLKq,,indicator_2,m1IAjmqkoFC,Hathras,Hathras Sahpau,Alligarh Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
V41lCBcSsRJ,,indicator_2,NL5xiiHZQSC,Jalaun,Jalaun Dakor,Jhansi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
J2vP2MAp32p,,indicator_2,LeuBT7KfuuA,Varanasi,Varanasi Badagoan,Varanasi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
Ez4mS8TGHyp,,indicator_2,c96jwckSd6j,Pilibhit,Pilibhit DHQ,Bareilly Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
IG6BUMkoNfw,,indicator_2,NL5xiiHZQSC,Jalaun,Jalaun Mahewa,Jhansi Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
FGqvmr1orP5,,indicator_2,bNmwkrQeP3e,Gautam Buddha Nagar,Gautam Buddha Nagar Dankaur,Meerut Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
kuE3K1lT4Ik,,indicator_2,i2fSZZ3QAJJ,Chitrakoot,Chitrakoot DHQ,Chitrakoot Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
fi3XI1IhyQO,,indicator_2,UAicdMLyuk4,Mirzapur,Rajgarh,Mirzapur Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
knCO4emeZY1,,indicator_2,J1P16zQEOUT,Basti,Sahughat,Basti Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
Q889SJwv9Ok,,indicator_2,lLvTDpBDY8u,Rae Bareli,Rae Bareli Khiaro,Lucknow Division,ante_natal,ante_natal,PW received 4 or more ANC,p,2022,2,2021-07-01
