calc_type,date,district_name,district_id,div_map_id,division,domain_name,indicator_name,indicator_id,map_id,perc_point,quarter,type_name,year,district_id_num
p,2025-03-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,ANC,% ANC registered in First trimester,1,197,85.01452081316555,4,ANC,2025,55
p,2025-03-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,communicable_diseases,Success rate of positive tuberculosis cases,2,197,95.0,4,communicable_diseases,2025,55
p,2025-03-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,ANC,% of severe anaemic PW treated,4,197,100.0,4,ANC,2025,55
p,2025-03-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,PNC,% of new born breastfed within one hour of birth,5,197,95.6064588809613,4,PNC,2025,55
p,2025-03-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,delivery_care,% of live babies weighted at birth,6,197,96.60783577418951,4,delivery_care,2025,55
p,2025-03-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,ANC,% ANC registered in First trimester,1,140,89.30625762593691,4,ANC,2025,39
p,2025-03-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,communicable_diseases,Success rate of positive tuberculosis cases,2,140,96.4,4,communicable_diseases,2025,39
p,2025-03-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,ANC,% of severe anaemic PW treated,4,140,69.43942133815551,4,ANC,2025,39
p,2025-03-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,PNC,% of new born breastfed within one hour of birth,5,140,96.0383295194508,4,PNC,2025,39
p,2025-03-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,delivery_care,% of live babies weighted at birth,6,140,97.35411899313499,4,delivery_care,2025,39
p,2025-03-01,Hardoi,MTIkUw5q5pX,155,Lucknow Division,ANC,% ANC registered in First trimester,1,155,77.71712158808933,4,ANC,2025,64
p,2025-03-01,Hardoi,MTIkUw5q5pX,155,Lucknow Division,communicable_diseases,Success rate of positive tuberculosis cases,2,155,89.0,4,communicable_diseases,2025,64
p,2025-03-01,Hardoi,MTIkUw5q5pX,155,Lucknow Division,ANC,% of severe anaemic PW treated,4,155,32.571428571428584,4,ANC,2025,64
p,2025-03-01,Hardoi,MTIkUw5q5pX,155,Lucknow Division,PNC,% of new born breastfed within one hour of birth,5,155,91.90959291126237,4,PNC,2025,64
p,2025-03-01,Hardoi,MTIkUw5q5pX,155,Lucknow Division,delivery_care,% of live babies weighted at birth,6,155,95.18428149479902,4,delivery_care,2025,64
p,2025-03-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,ANC,% ANC registered in First trimester,1,133,80.90435553585283,4,ANC,2025,17
p,2025-03-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,communicable_diseases,Success rate of positive tuberculosis cases,2,133,88.9,4,communicable_diseases,2025,17
p,2025-03-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,ANC,% of severe anaemic PW treated,4,133,100.0,4,ANC,2025,17
p,2025-03-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,PNC,% of new born breastfed within one hour of birth,5,133,99.86208798786377,4,PNC,2025,17
p,2025-03-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,delivery_care,% of live babies weighted at birth,6,133,99.80692318300925,4,delivery_care,2025,17
p,2025-03-01,Lucknow,MfHac5N78aK,155,Lucknow Division,ANC,% ANC registered in First trimester,1,157,52.70730591285779,4,ANC,2025,53
p,2025-03-01,Lucknow,MfHac5N78aK,155,Lucknow Division,communicable_diseases,Success rate of positive tuberculosis cases,2,157,94.1,4,communicable_diseases,2025,53
p,2025-03-01,Lucknow,MfHac5N78aK,155,Lucknow Division,ANC,% of severe anaemic PW treated,4,157,100.0,4,ANC,2025,53
p,2025-03-01,Lucknow,MfHac5N78aK,155,Lucknow Division,PNC,% of new born breastfed within one hour of birth,5,157,88.63532633500685,4,PNC,2025,53
p,2025-03-01,Lucknow,MfHac5N78aK,155,Lucknow Division,delivery_care,% of live babies weighted at birth,6,157,98.37973528069377,4,delivery_care,2025,53
p,2025-03-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,ANC,% ANC registered in First trimester,1,166,72.77757943591574,4,ANC,2025,25
p,2025-03-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,communicable_diseases,Success rate of positive tuberculosis cases,2,166,92.1,4,communicable_diseases,2025,25
p,2025-03-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,ANC,% of severe anaemic PW treated,4,166,85.41666666666666,4,ANC,2025,25
p,2025-03-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,PNC,% of new born breastfed within one hour of birth,5,166,95.76053442959919,4,PNC,2025,25
p,2025-03-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,delivery_care,% of live babies weighted at birth,6,166,98.84378211716341,4,delivery_care,2025,25
p,2025-03-01,Agra,N5WWbRtsjWp,146,Agra Division,ANC,% ANC registered in First trimester,1,146,60.09375697596548,4,ANC,2025,12
p,2025-03-01,Agra,N5WWbRtsjWp,146,Agra Division,communicable_diseases,Success rate of positive tuberculosis cases,2,146,94.4,4,communicable_diseases,2025,12
p,2025-03-01,Agra,N5WWbRtsjWp,146,Agra Division,ANC,% of severe anaemic PW treated,4,146,74.27385892116183,4,ANC,2025,12
p,2025-03-01,Agra,N5WWbRtsjWp,146,Agra Division,PNC,% of new born breastfed within one hour of birth,5,146,98.2999622213827,4,PNC,2025,12
p,2025-03-01,Agra,N5WWbRtsjWp,146,Agra Division,delivery_care,% of live babies weighted at birth,6,146,99.76073542375015,4,delivery_care,2025,12
p,2025-03-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,ANC,% ANC registered in First trimester,1,165,77.49105292898851,4,ANC,2025,4
p,2025-03-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,communicable_diseases,Success rate of positive tuberculosis cases,2,165,90.0,4,communicable_diseases,2025,4
p,2025-03-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,ANC,% of severe anaemic PW treated,4,165,55.02008032128514,4,ANC,2025,4
p,2025-03-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,PNC,% of new born breastfed within one hour of birth,5,165,93.29039184111649,4,PNC,2025,4
p,2025-03-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,% of live babies weighted at birth,6,165,89.8550724637681,4,delivery_care,2025,4
p,2025-03-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,ANC,% ANC registered in First trimester,1,200,89.4340283861924,4,ANC,2025,74
p,2025-03-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,communicable_diseases,Success rate of positive tuberculosis cases,2,200,94.5,4,communicable_diseases,2025,74
p,2025-03-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,ANC,% of severe anaemic PW treated,4,200,95.98997493734336,4,ANC,2025,74
p,2025-03-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,PNC,% of new born breastfed within one hour of birth,5,200,95.50922213311951,4,PNC,2025,74
p,2025-03-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,delivery_care,% of live babies weighted at birth,6,200,99.67923015236569,4,delivery_care,2025,74
p,2025-03-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,ANC,% ANC registered in First trimester,1,191,70.74368568755847,4,ANC,2025,14
p,2025-03-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,communicable_diseases,Success rate of positive tuberculosis cases,2,191,84.9,4,communicable_diseases,2025,14
p,2025-03-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,ANC,% of severe anaemic PW treated,4,191,84.64491362763916,4,ANC,2025,14
p,2025-03-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,PNC,% of new born breastfed within one hour of birth,5,191,92.54396829328708,4,PNC,2025,14
p,2025-03-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,delivery_care,% of live babies weighted at birth,6,191,96.35868218974484,4,delivery_care,2025,14
p,2025-03-01,Kaushambi,PAj0oVY0Dxu,172,Prayagraj Division,ANC,% ANC registered in First trimester,1,174,99.05263157894736,4,ANC,2025,63
p,2025-03-01,Kaushambi,PAj0oVY0Dxu,172,Prayagraj Division,communicable_diseases,Success rate of positive tuberculosis cases,2,174,97.2,4,communicable_diseases,2025,63
p,2025-03-01,Kaushambi,PAj0oVY0Dxu,172,Prayagraj Division,ANC,% of severe anaemic PW treated,4,174,99.5049504950495,4,ANC,2025,63
p,2025-03-01,Kaushambi,PAj0oVY0Dxu,172,Prayagraj Division,PNC,% of new born breastfed within one hour of birth,5,174,92.62446220036877,4,PNC,2025,63
p,2025-03-01,Kaushambi,PAj0oVY0Dxu,172,Prayagraj Division,delivery_care,% of live babies weighted at birth,6,174,93.63859864781807,4,delivery_care,2025,63
p,2025-03-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,ANC,% ANC registered in First trimester,1,198,94.41987786902506,4,ANC,2025,50
p,2025-03-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,communicable_diseases,Success rate of positive tuberculosis cases,2,198,94.5,4,communicable_diseases,2025,50
p,2025-03-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,ANC,% of severe anaemic PW treated,4,198,76.3888888888889,4,ANC,2025,50
p,2025-03-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,PNC,% of new born breastfed within one hour of birth,5,198,99.45612762871644,4,PNC,2025,50
p,2025-03-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,delivery_care,% of live babies weighted at birth,6,198,99.67367657722988,4,delivery_care,2025,50
p,2025-03-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,ANC,% ANC registered in First trimester,1,161,72.19622118218062,4,ANC,2025,62
p,2025-03-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,communicable_diseases,Success rate of positive tuberculosis cases,2,161,89.5,4,communicable_diseases,2025,62
p,2025-03-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,ANC,% of severe anaemic PW treated,4,161,26.66666666666667,4,ANC,2025,62
p,2025-03-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,PNC,% of new born breastfed within one hour of birth,5,161,96.34664401019543,4,PNC,2025,62
p,2025-03-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,% of live babies weighted at birth,6,161,94.30756159728122,4,delivery_care,2025,62
p,2025-03-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,ANC,% ANC registered in First trimester,1,164,49.55553709396028,4,ANC,2025,65
p,2025-03-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,communicable_diseases,Success rate of positive tuberculosis cases,2,164,76.7,4,communicable_diseases,2025,65
