block,block_id,calc_type,date,district,district_id,indicator_id,map_id,quarter,sub_id,subindicator_id,value,year
Amaniganj,pYWjwOoijbJ,p,2023-01-01,Ayodhya,b4XkXzoGqFY,indicator_36,497.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,199.0,2023
Amaniganj,pYWjwOoijbJ,p,2023-01-01,Ayodhya,b4XkXzoGqFY,indicator_36,497.0,4,36a,ixBYYYjxXPP,180.0,2023
Bikapur,pw5oJhc8fpc,p,2023-01-01,Ayodhya,b4XkXzoGqFY,indicator_36,500.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,205.0,2023
Bikapur,pw5oJhc8fpc,p,2023-01-01,Ayodhya,b4XkXzoGqFY,indicator_36,500.0,4,36a,ixBYYYjxXPP,35.0,2023
Milkipur,qQSBi5m4QpM,p,2023-01-01,Ayodhya,b4XkXzoGqFY,indicator_36,498.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,184.0,2023
Milkipur,qQSBi5m4QpM,p,2023-01-01,Ayodhya,b4XkXzoGqFY,indicator_36,498.0,4,36a,ixBYYYjxXPP,0.0,2023
Tarun,t25KkXmkJth,p,2023-01-01,Ayodhya,b4XkXzoGqFY,indicator_36,501.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,178.0,2023
Tarun,t25KkXmkJth,p,2023-01-01,Ayodhya,b4XkXzoGqFY,indicator_36,501.0,4,36a,ixBYYYjxXPP,45.0,2023
Baskhari,ABuWCL4zW6t,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,505.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,283.0,2023
Baskhari,ABuWCL4zW6t,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,505.0,4,36a,ixBYYYjxXPP,95.0,2023
Akaberpur,HHlxYUknESU,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,512.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,668.0,2023
Akaberpur,HHlxYUknESU,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,512.0,4,36a,ixBYYYjxXPP,343.0,2023
Bhiyaon,KZ9A7NuGOta,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,509.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,148.0,2023
Bhiyaon,KZ9A7NuGOta,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,509.0,4,36a,ixBYYYjxXPP,34.0,2023
Ramnagar,M1F33pLSfxi,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,506.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,272.0,2023
Ramnagar,M1F33pLSfxi,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,506.0,4,36a,ixBYYYjxXPP,133.0,2023
Bhiti,RiDtZZsck6S,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,510.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,84.0,2023
Bhiti,RiDtZZsck6S,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,510.0,4,36a,ixBYYYjxXPP,74.0,2023
Katehari,UKkd5HV5vPT,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,511.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,129.0,2023
Katehari,UKkd5HV5vPT,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,511.0,4,36a,ixBYYYjxXPP,85.0,2023
Tanda,c228prMIirC,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,504.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,496.0,2023
Tanda,c228prMIirC,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,504.0,4,36a,ixBYYYjxXPP,163.0,2023
Ambedkar Nagar  DHQ,dgOT0Nq7Zja,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,135.0,2023
Ambedkar Nagar  DHQ,dgOT0Nq7Zja,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,,4,36a,ixBYYYjxXPP,0.0,2023
Jahangir Ganj,oB6hTaKvzgv,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,507.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,227.0,2023
Jahangir Ganj,oB6hTaKvzgv,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,507.0,4,36a,ixBYYYjxXPP,365.0,2023
Jalapur,zvRpdDBNAj1,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,508.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,405.0,2023
Jalapur,zvRpdDBNAj1,p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,indicator_36,508.0,4,36a,ixBYYYjxXPP,331.0,2023
Dostpur,AGFzimgfzIo,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,533.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,172.0,2023
Dostpur,AGFzimgfzIo,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,533.0,4,36a,ixBYYYjxXPP,175.0,2023
Jaisinghpur,BKeRkKcuOgW,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,528.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,207.0,2023
Jaisinghpur,BKeRkKcuOgW,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,528.0,4,36a,ixBYYYjxXPP,0.0,2023
Dubeypur,C2FFe2TBScZ,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,527.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,796.0,2023
Dubeypur,C2FFe2TBScZ,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,527.0,4,36a,ixBYYYjxXPP,71.0,2023
Dhanpatganj,LNiRZH5vfaY,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,524.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,101.0,2023
Dhanpatganj,LNiRZH5vfaY,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,524.0,4,36a,ixBYYYjxXPP,0.0,2023
Lambhua,O0G9BMkbU7f,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,531.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,178.0,2023
Kurwar,Sz7oQppp6s9,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,526.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,162.0,2023
Karaudikala,Tt3G0qCamwa,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,53.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,69.0,2023
Karaudikala,Tt3G0qCamwa,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,53.0,4,36a,ixBYYYjxXPP,0.0,2023
Baldirai,VPN370bubCz,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,516.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,193.0,2023
Baldirai,VPN370bubCz,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,516.0,4,36a,ixBYYYjxXPP,193.0,2023
Akhandnagar,bUb6dbgNp7o,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,535.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,114.0,2023
Akhandnagar,bUb6dbgNp7o,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,535.0,4,36a,ixBYYYjxXPP,115.0,2023
Kadipur,f8FnEAgiGOz,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,110.0,2023
Kadipur,f8FnEAgiGOz,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,,4,36a,ixBYYYjxXPP,177.0,2023
Motigarpur,hcBv6xoPmri,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,529.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,99.0,2023
Bhadaiyan,vXwJYqDZIzf,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,530.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,90.0,2023
Bhadaiyan,vXwJYqDZIzf,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,530.0,4,36a,ixBYYYjxXPP,81.0,2023
PP Kamaicha,wDcv6om3WT1,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,95.0,2023
PP Kamaicha,wDcv6om3WT1,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,,4,36a,ixBYYYjxXPP,51.0,2023
Kurebhar,wzWcav8jSNr,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,525.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,177.0,2023
Kurebhar,wzWcav8jSNr,p,2023-01-01,Sultanpur,o4ZQTVcMI7U,indicator_36,525.0,4,36a,ixBYYYjxXPP,0.0,2023
Khair,AN2dWDiHkBb,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,109.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,219.0,2023
Khair,AN2dWDiHkBb,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,109.0,4,36a,ixBYYYjxXPP,334.0,2023
Tappal,ARlYpTrc811,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,108.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,208.0,2023
Tappal,ARlYpTrc811,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,108.0,4,36a,ixBYYYjxXPP,156.0,2023
Aligarh DHQ,Ae6KfBl84FW,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,3083.0,2023
Aligarh DHQ,Ae6KfBl84FW,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,,4,36a,ixBYYYjxXPP,1474.0,2023
Dhnipur,DeIlv8osqJa,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,113.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,160.0,2023
Dhnipur,DeIlv8osqJa,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,113.0,4,36a,ixBYYYjxXPP,0.0,2023
Atrauli,O5BIieG3GQR,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,115.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,388.0,2023
Atrauli,O5BIieG3GQR,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,115.0,4,36a,ixBYYYjxXPP,319.0,2023
Bijoli,Pf9sH55x9lG,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,116.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,182.0,2023
Bijoli,Pf9sH55x9lG,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,116.0,4,36a,ixBYYYjxXPP,235.0,2023
Gagiri,S842tHqLUI1,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,117.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,407.0,2023
Gagiri,S842tHqLUI1,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,117.0,4,36a,ixBYYYjxXPP,150.0,2023
Akrabad,WFVLpMb2xKo,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,114.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,251.0,2023
Akrabad,WFVLpMb2xKo,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,114.0,4,36a,ixBYYYjxXPP,0.0,2023
Iglas,XYBTVZE0LeN,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,119.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,234.0,2023
Iglas,XYBTVZE0LeN,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,119.0,4,36a,ixBYYYjxXPP,160.0,2023
Lodha,fDgjRPtNpqt,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,112.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,150.0,2023
Lodha,fDgjRPtNpqt,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,112.0,4,36a,ixBYYYjxXPP,136.0,2023
Gonda,jkV9lhxAuuK,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,118.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,113.0,2023
Gonda,jkV9lhxAuuK,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,118.0,4,36a,ixBYYYjxXPP,0.0,2023
Jawan,nYlhMfttxtb,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,111.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,221.0,2023
Jawan,nYlhMfttxtb,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,111.0,4,36a,ixBYYYjxXPP,175.0,2023
Chandaus,oV5iZQFUzGo,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,110.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,274.0,2023
Chandaus,oV5iZQFUzGo,p,2023-01-01,Aligarh,frD2HOp3wAs,indicator_36,110.0,4,36a,ixBYYYjxXPP,191.0,2023
Ghazipur Manihari,APE5J6eTM3s,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,749.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,199.0,2023
Ghazipur Manihari,APE5J6eTM3s,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,749.0,4,36a,ixBYYYjxXPP,84.0,2023
Ghazipur Mahmudabad,ISeQXIbXref,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,759.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,439.0,2023
Ghazipur Karanda,J01CgvckM2C,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,756.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,143.0,2023
Ghazipur Badhora,KkUxdrYeeXC,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,763.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,252.0,2023
Ghazipur Badhora,KkUxdrYeeXC,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,763.0,4,36a,ixBYYYjxXPP,0.0,2023
Ghazipur Jakahania,NbXqavwiDug,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,748.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,258.0,2023
Ghazipur Jakahania,NbXqavwiDug,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,748.0,4,36a,ixBYYYjxXPP,163.0,2023
Ghazipur Saidpur,OFvD8TPE8bU,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,751.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,350.0,2023
Ghazipur Saidpur,OFvD8TPE8bU,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,751.0,4,36a,ixBYYYjxXPP,307.0,2023
Ghazipur DHQ,PEDIETmpZdA,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,1181.0,2023
Ghazipur DHQ,PEDIETmpZdA,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,,4,36a,ixBYYYjxXPP,223.0,2023
Ghazipur Barachwar,SQuL6ZdC6LY,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,758.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,195.0,2023
Ghazipur Barachwar,SQuL6ZdC6LY,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,758.0,4,36a,ixBYYYjxXPP,0.0,2023
Ghazipur Sadar,VivEa0lrJEt,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,755.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,166.0,2023
Ghazipur Sadar,VivEa0lrJEt,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,755.0,4,36a,ixBYYYjxXPP,23.0,2023
Ghazipur Jamania,hepZfdzFqgL,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,761.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,245.0,2023
Ghazipur Jamania,hepZfdzFqgL,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,761.0,4,36a,ixBYYYjxXPP,0.0,2023
Ghazipur Mardeh,iMSgdsfQfK3,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,754.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,157.0,2023
Ghazipur Mardeh,iMSgdsfQfK3,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,754.0,4,36a,ixBYYYjxXPP,15.0,2023
Ghazipur Davkali,kcQKXLIXWNj,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,752.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,270.0,2023
Ghazipur Davkali,kcQKXLIXWNj,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,752.0,4,36a,ixBYYYjxXPP,79.0,2023
Ghazipur Gondaur,mhI69xut9he,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,94.0,2023
Ghazipur Gondaur,mhI69xut9he,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,,4,36a,ixBYYYjxXPP,27.0,2023
Ghazipur Kasimabad,oJK3Sqdic6n,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,757.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,252.0,2023
Ghazipur Kasimabad,oJK3Sqdic6n,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,757.0,4,36a,ixBYYYjxXPP,70.0,2023
Ghazipur Sadat,w2mC1IzGqJO,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,750.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,172.0,2023
Ghazipur Rawatipur,y8eD89Cg95c,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,762.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,137.0,2023
Ghazipur Rawatipur,y8eD89Cg95c,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,762.0,4,36a,ixBYYYjxXPP,73.0,2023
Ghazipur Birona,zv6Gc6aGnXd,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,753.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,115.0,2023
Ghazipur Birona,zv6Gc6aGnXd,p,2023-01-01,Ghazipur,dScWdMRN8PL,indicator_36,753.0,4,36a,ixBYYYjxXPP,22.0,2023
Hathras Sahpau,AcznJJtvLKq,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,126.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,239.0,2023
Hathras Sahpau,AcznJJtvLKq,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,126.0,4,36a,ixBYYYjxXPP,118.0,2023
Hathras Mursan,NHwhqnwjZ0d,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,124.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,242.0,2023
Hathras Mursan,NHwhqnwjZ0d,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,124.0,4,36a,ixBYYYjxXPP,76.0,2023
Hathras DHQ,NZZfSO3tDC5,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,674.0,2023
Hathras DHQ,NZZfSO3tDC5,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,,4,36a,ixBYYYjxXPP,321.0,2023
Hathras Sasni,Sy6tfTi18KA,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,120.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,461.0,2023
Hathras Sasni,Sy6tfTi18KA,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,120.0,4,36a,ixBYYYjxXPP,240.0,2023
Hathras Hasayan,TY8SzPsUCPQ,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,122.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,315.0,2023
Hathras Sadabad,nGMlBiXPa8W,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,125.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,389.0,2023
Hathras Sadabad,nGMlBiXPa8W,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,125.0,4,36a,ixBYYYjxXPP,321.0,2023
Hathras Maho,tisCSlmEcvz,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,130.0,2023
Hathras Maho,tisCSlmEcvz,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,,4,36a,ixBYYYjxXPP,133.0,2023
Hathras Sikandra Rao,ws066anR0wR,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,121.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,338.0,2023
Hathras Sikandra Rao,ws066anR0wR,p,2023-01-01,Hathras,m1IAjmqkoFC,indicator_36,121.0,4,36a,ixBYYYjxXPP,191.0,2023
Parsupur,Ae5sVkqEY53,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,573.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,211.0,2023
Parsupur,Ae5sVkqEY53,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,573.0,4,36a,ixBYYYjxXPP,265.0,2023
Nawabganj Gonda,FMAaW4X6ueM,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,577.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,195.0,2023
Nawabganj Gonda,FMAaW4X6ueM,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,577.0,4,36a,ixBYYYjxXPP,0.0,2023
Pandari Kripal,GtDp6Qz9pSx,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,567.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,95.0,2023
Maskanwa,JLjbfCaudqg,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,580.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,186.0,2023
Maskanwa,JLjbfCaudqg,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,580.0,4,36a,ixBYYYjxXPP,0.0,2023
Belsar,KTP3RqHdGlM,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,574.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,243.0,2023
Belsar,KTP3RqHdGlM,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,574.0,4,36a,ixBYYYjxXPP,102.0,2023
Tarabganj,QW8N7nXhELz,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,575.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,130.0,2023
Tarabganj,QW8N7nXhELz,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,575.0,4,36a,ixBYYYjxXPP,106.0,2023
Katrabazar,SiNGqVJoMtb,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,570.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,27.0,2023
Colonalganj,SxFTKbP1SXZ,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,572.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,365.0,2023
Colonalganj,SxFTKbP1SXZ,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,572.0,4,36a,ixBYYYjxXPP,110.0,2023
Wajeerganj,Yzv8XKcvFMn,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,576.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,230.0,2023
Wajeerganj,Yzv8XKcvFMn,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,576.0,4,36a,ixBYYYjxXPP,0.0,2023
Itiathok,Zkst7ZD9ogq,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,566.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,225.0,2023
Itiathok,Zkst7ZD9ogq,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,566.0,4,36a,ixBYYYjxXPP,176.0,2023
Gonda DHQ,dbHdyWgjMbk,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,1590.0,2023
Gonda DHQ,dbHdyWgjMbk,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,,4,36a,ixBYYYjxXPP,1033.0,2023
Bamanjeet,eeLkdiQv8Ex,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,579.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,175.0,2023
Quazeedevar,i9BEhkE3w1b,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,568.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,130.0,2023
Quazeedevar,i9BEhkE3w1b,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,568.0,4,36a,ixBYYYjxXPP,104.0,2023
Rupaideeh,l9TKc1gE8KO,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,565.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,321.0,2023
Rupaideeh,l9TKc1gE8KO,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,565.0,4,36a,ixBYYYjxXPP,107.0,2023
Mujhana,pgmL8MQQwKP,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,569.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,263.0,2023
Mujhana,pgmL8MQQwKP,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,569.0,4,36a,ixBYYYjxXPP,310.0,2023
Hadhermau,tob7bPRXBV3,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,571.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,127.0,2023
Hadhermau,tob7bPRXBV3,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,571.0,4,36a,ixBYYYjxXPP,0.0,2023
Mankapur,yRVebIQF3pX,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,578.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,157.0,2023
Mankapur,yRVebIQF3pX,p,2023-01-01,Gonda,y8WarEkWCul,indicator_36,578.0,4,36a,ixBYYYjxXPP,289.0,2023
Saidnagar,Afucmep9Fdq,p,2023-01-01,Rampur,IU006h5U7jj,indicator_36,52.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,401.0,2023
Saidnagar,Afucmep9Fdq,p,2023-01-01,Rampur,IU006h5U7jj,indicator_36,52.0,4,36a,ixBYYYjxXPP,21.0,2023
Shahbad,Bgu9MPGC8NW,p,2023-01-01,Rampur,IU006h5U7jj,indicator_36,55.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,753.0,2023
Shahbad,Bgu9MPGC8NW,p,2023-01-01,Rampur,IU006h5U7jj,indicator_36,55.0,4,36a,ixBYYYjxXPP,314.0,2023
Bilaspur,DNtrijn28qb,p,2023-01-01,Rampur,IU006h5U7jj,indicator_36,51.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,431.0,2023
Bilaspur,DNtrijn28qb,p,2023-01-01,Rampur,IU006h5U7jj,indicator_36,51.0,4,36a,ixBYYYjxXPP,191.0,2023
