block,block_id,calc_type,date,district,district_id,indicator_id,map_id,quarter,sub_id,subindicator_id,value,year
Kaneli,JyfWW9uiTL5,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,454.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,197.0,2023
Kaneli,JyfWW9uiTL5,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,454.0,4,36a,ixBYYYjxXPP,170.0,2023
Chayal,QGh6NT0LgVl,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,456.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,181.0,2023
Chayal,QGh6NT0LgVl,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,456.0,4,36a,ixBYYYjxXPP,162.0,2023
Kara,UBoDZuuvpRs,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,450.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,313.0,2023
Kara,UBoDZuuvpRs,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,450.0,4,36a,ixBYYYjxXPP,309.0,2023
Muratganj,gO0bpL7Tygs,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,455.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,227.0,2023
Muratganj,gO0bpL7Tygs,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,455.0,4,36a,ixBYYYjxXPP,286.0,2023
Manjhanpur,ppVmu0WT8Jb,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,453.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,470.0,2023
Manjhanpur,ppVmu0WT8Jb,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,453.0,4,36a,ixBYYYjxXPP,149.0,2023
Kaushambi DHQ,qaNCPibFPR2,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,419.0,2023
Kaushambi DHQ,qaNCPibFPR2,p,2023-01-01,Kaushambi,PAj0oVY0Dxu,indicator_36,,4,36a,ixBYYYjxXPP,0.0,2023
Ghorahawal,Cea63kQpiOw,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,799.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,436.0,2023
Ghorahawal,Cea63kQpiOw,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,799.0,4,36a,ixBYYYjxXPP,486.0,2023
Myoerpur,Gbo5ncDmsIv,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,804.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,501.0,2023
Myoerpur,Gbo5ncDmsIv,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,804.0,4,36a,ixBYYYjxXPP,44.0,2023
Ravertganj,Hz4rBdA4kWR,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,801.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,574.0,2023
Ravertganj,Hz4rBdA4kWR,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,801.0,4,36a,ixBYYYjxXPP,0.0,2023
Chatra,I0SrxhvmkHK,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,802.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,188.0,2023
Chatra,I0SrxhvmkHK,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,802.0,4,36a,ixBYYYjxXPP,0.0,2023
Sonbhadra DHQ,NBKbLavdozm,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,207.0,2023
Sonbhadra DHQ,NBKbLavdozm,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,,4,36a,ixBYYYjxXPP,0.0,2023
Nagawa,YPsEnS75cQ8,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,803.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,96.0,2023
Nagawa,YPsEnS75cQ8,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,803.0,4,36a,ixBYYYjxXPP,50.0,2023
Bhabni,dOCMMkuHb5N,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,806.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,179.0,2023
Bhabni,dOCMMkuHb5N,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,806.0,4,36a,ixBYYYjxXPP,88.0,2023
Chopen,rqYozNDUgyg,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,800.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,551.0,2023
Chopen,rqYozNDUgyg,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,800.0,4,36a,ixBYYYjxXPP,493.0,2023
Dudhi,vqGMYi6W3ep,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,805.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,382.0,2023
Dudhi,vqGMYi6W3ep,p,2023-01-01,Sonbhadra,NNk3JP90QZ5,indicator_36,805.0,4,36a,ixBYYYjxXPP,112.0,2023
Fatehpur Deomai,Cge552Satby,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,420.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,205.0,2023
Fatehpur Deomai,Cge552Satby,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,420.0,4,36a,ixBYYYjxXPP,109.0,2023
Fatehpur DHQ,HHTQ2caXrBL,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,1813.0,2023
Fatehpur DHQ,HHTQ2caXrBL,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,,4,36a,ixBYYYjxXPP,800.0,2023
Fatehpur Haswa,LWEb9Onpgzi,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,426.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,160.0,2023
Fatehpur Haswa,LWEb9Onpgzi,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,426.0,4,36a,ixBYYYjxXPP,155.0,2023
Fatehpur Khjuha,O3U9QEmpjTV,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,423.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,183.0,2023
Fatehpur Hathgam,OA8wf7skznm,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,429.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,398.0,2023
Fatehpur Hathgam,OA8wf7skznm,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,429.0,4,36a,ixBYYYjxXPP,339.0,2023
Fatehpur Gpalganj,QiCjYBLbYGE,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,108.0,2023
Fatehpur Gpalganj,QiCjYBLbYGE,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,,4,36a,ixBYYYjxXPP,0.0,2023
Fatehpur  Vijaipur,X3gyut5H2FR,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,431.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,160.0,2023
Fatehpur  Bahua,gAuwshptXMU,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,427.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,253.0,2023
Fatehpur  Bahua,gAuwshptXMU,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,427.0,4,36a,ixBYYYjxXPP,0.0,2023
Fatehpur Amuali,janjc2a7UuX,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,422.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,111.0,2023
Fatehpur Amuali,janjc2a7UuX,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,422.0,4,36a,ixBYYYjxXPP,78.0,2023
Fatehpur Asthar,niYGeZzm6Zu,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,428.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,179.0,2023
Fatehpur Asthar,niYGeZzm6Zu,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,428.0,4,36a,ixBYYYjxXPP,138.0,2023
Fatehpur Teliyani,sGcpaNGqN8u,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,424.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,126.0,2023
Fatehpur Teliyani,sGcpaNGqN8u,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,424.0,4,36a,ixBYYYjxXPP,134.0,2023
Fatehpur Khaga,uEEKeL3UnB2,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,244.0,2023
Fatehpur Khaga,uEEKeL3UnB2,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,,4,36a,ixBYYYjxXPP,0.0,2023
Fatehpur Dhata,w0PTR0Qc2H7,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,432.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,146.0,2023
Fatehpur Dhata,w0PTR0Qc2H7,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,432.0,4,36a,ixBYYYjxXPP,0.0,2023
Fatehpur Bhittora,w25YwsZC9ZT,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,425.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,208.0,2023
Fatehpur Bhittora,w25YwsZC9ZT,p,2023-01-01,Fatehpur,ibLiLcaKzw2,indicator_36,425.0,4,36a,ixBYYYjxXPP,201.0,2023
Azamgarh Lalganj,CqNwKYL7iqH,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,697.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,127.0,2023
Azamgarh Lalganj,CqNwKYL7iqH,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,697.0,4,36a,ixBYYYjxXPP,180.0,2023
Azamgarh Rani Ki Sarai,DYvPZYv80ET,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,687.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,196.0,2023
Azamgarh Rani Ki Sarai,DYvPZYv80ET,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,687.0,4,36a,ixBYYYjxXPP,0.0,2023
Azamgarh Mehnagar,KjTOOkkFXwn,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,699.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,84.0,2023
Azamgarh Mehnagar,KjTOOkkFXwn,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,699.0,4,36a,ixBYYYjxXPP,0.0,2023
Azamgarh DHQ,MVd5w4juglR,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,414.0,2023
Azamgarh DHQ,MVd5w4juglR,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,,4,36a,ixBYYYjxXPP,594.0,2023
Azamgarh Jahanaganj,O2VQy7yy72b,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,689.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,71.0,2023
Azamgarh Jahanaganj,O2VQy7yy72b,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,689.0,4,36a,ixBYYYjxXPP,88.0,2023
Azamgarh Thekma,QeJhMnDGzrC,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,696.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,78.0,2023
Azamgarh Thekma,QeJhMnDGzrC,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,696.0,4,36a,ixBYYYjxXPP,57.0,2023
Azamgarh Azmatgarh,QlDZDhfK4iZ,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,685.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,105.0,2023
Azamgarh Azmatgarh,QlDZDhfK4iZ,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,685.0,4,36a,ixBYYYjxXPP,107.0,2023
Azamgarh Koilsa,S32hqFqb1zY,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,680.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,125.0,2023
Azamgarh Tarwa,UqPfQ9syNvH,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,698.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,216.0,2023
Azamgarh Tarwa,UqPfQ9syNvH,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,698.0,4,36a,ixBYYYjxXPP,170.0,2023
Azamgarh Maharajganj,Wyo5sWkkK3V,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,682.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,125.0,2023
Azamgarh Maharajganj,Wyo5sWkkK3V,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,682.0,4,36a,ixBYYYjxXPP,150.0,2023
Azamgarh Momadpur,Yj3IUe7pBJn,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,692.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,102.0,2023
Azamgarh Momadpur,Yj3IUe7pBJn,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,692.0,4,36a,ixBYYYjxXPP,0.0,2023
Azamgarh Biliria Ganj,YpJFFqOo3Eh,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,684.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,171.0,2023
Azamgarh Biliria Ganj,YpJFFqOo3Eh,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,684.0,4,36a,ixBYYYjxXPP,124.0,2023
Azamgarh Mirzapur,bYn0jt3AvMQ,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,691.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,119.0,2023
Azamgarh Mirzapur,bYn0jt3AvMQ,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,691.0,4,36a,ixBYYYjxXPP,46.0,2023
Azamgarh Ahiraulla,bqyQpybBJt7,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,152.0,2023
Azamgarh Ahiraulla,bqyQpybBJt7,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,,4,36a,ixBYYYjxXPP,173.0,2023
Azamgarh Tahebpur,cbIIWsiZRDy,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,690.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,90.0,2023
Azamgarh Tahebpur,cbIIWsiZRDy,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,690.0,4,36a,ixBYYYjxXPP,0.0,2023
Azamgarh Palhani,dIVl43wpljo,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,686.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,32.0,2023
Azamgarh Palhani,dIVl43wpljo,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,686.0,4,36a,ixBYYYjxXPP,32.0,2023
Azamgarh Sathiyaon,hjSHCmJGFAP,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,688.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,165.0,2023
Azamgarh Sathiyaon,hjSHCmJGFAP,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,688.0,4,36a,ixBYYYjxXPP,113.0,2023
Azamgarh Pawai,lcnwkO2gp49,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,693.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,112.0,2023
Azamgarh Pawai,lcnwkO2gp49,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,693.0,4,36a,ixBYYYjxXPP,65.0,2023
Azamgarh Martinganj,q7hwjHjsWmD,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,695.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,222.0,2023
Azamgarh Fhoolpur,qzyZ63I1bIh,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,694.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,81.0,2023
Azamgarh Fhoolpur,qzyZ63I1bIh,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,694.0,4,36a,ixBYYYjxXPP,80.0,2023
Azamgarh Harriya,sODyhiqy8iZ,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,683.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,102.0,2023
Azamgarh Harriya,sODyhiqy8iZ,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,683.0,4,36a,ixBYYYjxXPP,0.0,2023
Azamgarh Atraullia,wCrGRYFB5Qo,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,679.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,118.0,2023
Azamgarh Atraullia,wCrGRYFB5Qo,p,2023-01-01,Azamgarh,NjckKfm3g0k,indicator_36,679.0,4,36a,ixBYYYjxXPP,227.0,2023
Varanasi Pindara,Cr1PwYBuSs1,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,774.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,284.0,2023
Varanasi Pindara,Cr1PwYBuSs1,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,774.0,4,36a,ixBYYYjxXPP,0.0,2023
Varanasi Cholapur,HonPmXiTJw7,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,775.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,379.0,2023
Varanasi Cholapur,HonPmXiTJw7,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,775.0,4,36a,ixBYYYjxXPP,103.0,2023
Varanasi Araji Lines,IyYYBHo9msY,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,778.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,292.0,2023
Varanasi Araji Lines,IyYYBHo9msY,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,778.0,4,36a,ixBYYYjxXPP,36.0,2023
Varanasi Badagoan,J2vP2MAp32p,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,773.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,250.0,2023
Varanasi Badagoan,J2vP2MAp32p,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,773.0,4,36a,ixBYYYjxXPP,94.0,2023
Varanasi Sewapuri,NJxCMa3k532,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,777.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,177.0,2023
Varanasi Sewapuri,NJxCMa3k532,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,777.0,4,36a,ixBYYYjxXPP,124.0,2023
Varanasi Harraua,YAHDIDrUMwP,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,776.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,216.0,2023
Varanasi Harraua,YAHDIDrUMwP,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,776.0,4,36a,ixBYYYjxXPP,0.0,2023
Varanasi DHQ,cFRa7gJ9JI1,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,1055.0,2023
Varanasi DHQ,cFRa7gJ9JI1,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,,4,36a,ixBYYYjxXPP,64.0,2023
Varanasi Chiraigoan,pzUMM4ITvbI,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,780.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,226.0,2023
Varanasi Chiraigoan,pzUMM4ITvbI,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,780.0,4,36a,ixBYYYjxXPP,0.0,2023
Varanasi Kashi Vidhyapith,tJRXhxV3GJh,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,779.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,93.0,2023
Varanasi Kashi Vidhyapith,tJRXhxV3GJh,p,2023-01-01,Varanasi,LeuBT7KfuuA,indicator_36,779.0,4,36a,ixBYYYjxXPP,55.0,2023
Sant Kabir Nagar DHQ,Cv8WrBixKYV,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,31.0,2023
Khlilabad,Go3zUv1lOWw,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,614.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,329.0,2023
Khlilabad,Go3zUv1lOWw,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,614.0,4,36a,ixBYYYjxXPP,312.0,2023
Pouli,IFHbGZd8LVv,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,616.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,126.0,2023
Pouli,IFHbGZd8LVv,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,616.0,4,36a,ixBYYYjxXPP,0.0,2023
Haisar Bazar,K98xeQTVavi,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,617.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,153.0,2023
Haisar Bazar,K98xeQTVavi,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,617.0,4,36a,ixBYYYjxXPP,0.0,2023
Belahar Kala,Orx7pmg4L68,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,611.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,94.0,2023
Semariyawa,T2yKNxqQdgI,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,613.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,459.0,2023
Bghouli,kvn8lGZHRgM,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,612.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,129.0,2023
Bghouli,kvn8lGZHRgM,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,612.0,4,36a,ixBYYYjxXPP,184.0,2023
Santha,nS9UOwtscu1,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,609.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,71.0,2023
Santha,nS9UOwtscu1,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,609.0,4,36a,ixBYYYjxXPP,0.0,2023
Mehadawal,qEXJSGxJGJX,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,610.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,335.0,2023
Mehadawal,qEXJSGxJGJX,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,610.0,4,36a,ixBYYYjxXPP,335.0,2023
Nathnagar,rOs2X9fLu4i,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,615.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,225.0,2023
Nathnagar,rOs2X9fLu4i,p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,indicator_36,615.0,4,36a,ixBYYYjxXPP,91.0,2023
Sidhpura,DCamfBCJMSi,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,821.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,193.0,2023
Sidhpura,DCamfBCJMSi,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,821.0,4,36a,ixBYYYjxXPP,148.0,2023
Sahawar,KjLfuqjRVec,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,818.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,237.0,2023
Sahawar,KjLfuqjRVec,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,818.0,4,36a,ixBYYYjxXPP,237.0,2023
Kasganj DHQ,UuNK1H4MurF,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,0.0,2023
Kasganj DHQ,UuNK1H4MurF,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,,4,36a,ixBYYYjxXPP,72.0,2023
Patiyali,at47ZXktqxv,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,820.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,212.0,2023
Patiyali,at47ZXktqxv,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,820.0,4,36a,ixBYYYjxXPP,212.0,2023
Amapur,ayWFJQ6ulBH,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,817.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,189.0,2023
Amapur,ayWFJQ6ulBH,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,817.0,4,36a,ixBYYYjxXPP,0.0,2023
kasganj,jvUzHuel9I6,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,816.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,722.0,2023
kasganj,jvUzHuel9I6,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,816.0,4,36a,ixBYYYjxXPP,323.0,2023
Soron,lBW2OFwomV0,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,815.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,223.0,2023
Soron,lBW2OFwomV0,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,815.0,4,36a,ixBYYYjxXPP,268.0,2023
Ganjdunwara,rhv6cneiTR1,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,819.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,222.0,2023
Ganjdunwara,rhv6cneiTR1,p,2023-01-01,Kasganj,hITp09XOBLZ,indicator_36,819.0,4,36a,ixBYYYjxXPP,0.0,2023
Aeliya,DPIQ2VWtvGl,p,2023-01-01,Sitapur,XxaOowFtkiJ,indicator_36,245.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,163.0,2023
Aeliya,DPIQ2VWtvGl,p,2023-01-01,Sitapur,XxaOowFtkiJ,indicator_36,245.0,4,36a,ixBYYYjxXPP,163.0,2023
Kasmanda,E8Ds6nIiHXM,p,2023-01-01,Sitapur,XxaOowFtkiJ,indicator_36,257.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,308.0,2023
Mishirikh,Gfmfuy8CQrI,p,2023-01-01,Sitapur,XxaOowFtkiJ,indicator_36,242.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,415.0,2023
Mishirikh,Gfmfuy8CQrI,p,2023-01-01,Sitapur,XxaOowFtkiJ,indicator_36,242.0,4,36a,ixBYYYjxXPP,226.0,2023
Gondlamau,HWAP9AgN3Ym,p,2023-01-01,Sitapur,XxaOowFtkiJ,indicator_36,244.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,147.0,2023
Gondlamau,HWAP9AgN3Ym,p,2023-01-01,Sitapur,XxaOowFtkiJ,indicator_36,244.0,4,36a,ixBYYYjxXPP,85.0,2023
