calc_type,date,district,district_id,div_map_id,division,indicator_id,map_id,quarter,sub_id,subindicator_id,value,year
p,2023-01-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,indicator_36,132,4,36b,aRueVYr35yM.Ti9FJqkSK6J,8575.0,2023
p,2023-01-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,indicator_35,132,4,35a,dwGorjVGkD9,34.8,2023
p,2023-01-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,indicator_37,132,4,37a,m7ggqyMXhyL,87.5,2023
p,2023-01-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,indicator_36,152,4,36a,ixBYYYjxXPP,2039.0,2023
p,2023-01-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,indicator_36,152,4,36b,aRueVYr35yM.Ti9FJqkSK6J,2532.0,2023
p,2023-01-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,indicator_35,152,4,35a,dwGorjVGkD9,33.1,2023
p,2023-01-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,indicator_37,152,4,37a,m7ggqyMXhyL,82.4,2023
p,2023-01-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,indicator_36,182,4,36a,ixBYYYjxXPP,1198.0,2023
p,2023-01-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,indicator_36,182,4,36b,aRueVYr35yM.Ti9FJqkSK6J,5011.0,2023
p,2023-01-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,indicator_35,182,4,35a,dwGorjVGkD9,30.2,2023
p,2023-01-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,indicator_37,182,4,37a,m7ggqyMXhyL,89.8,2023
p,2023-01-01,Chandauli,ClbehnmwSec,195,Varanasi Division,indicator_36,196,4,36a,ixBYYYjxXPP,1392.0,2023
p,2023-01-01,Chandauli,ClbehnmwSec,195,Varanasi Division,indicator_36,196,4,36b,aRueVYr35yM.Ti9FJqkSK6J,1960.0,2023
p,2023-01-01,Chandauli,ClbehnmwSec,195,Varanasi Division,indicator_35,196,4,35a,dwGorjVGkD9,35.9,2023
p,2023-01-01,Chandauli,ClbehnmwSec,195,Varanasi Division,indicator_37,196,4,37a,m7ggqyMXhyL,92.4,2023
p,2023-01-01,Lakhimpur Kheri,d9ZuMopgX29,155,Lucknow Division,indicator_36,153,4,36a,ixBYYYjxXPP,3563.0,2023
p,2023-01-01,Lakhimpur Kheri,d9ZuMopgX29,155,Lucknow Division,indicator_36,153,4,36b,aRueVYr35yM.Ti9FJqkSK6J,5235.0,2023
p,2023-01-01,Lakhimpur Kheri,d9ZuMopgX29,155,Lucknow Division,indicator_35,153,4,35a,dwGorjVGkD9,32.9,2023
p,2023-01-01,Lakhimpur Kheri,d9ZuMopgX29,155,Lucknow Division,indicator_37,153,4,37a,m7ggqyMXhyL,89.1,2023
p,2023-01-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,indicator_36,175,4,36a,ixBYYYjxXPP,3391.0,2023
p,2023-01-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,indicator_36,175,4,36b,aRueVYr35yM.Ti9FJqkSK6J,8205.0,2023
p,2023-01-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,indicator_35,175,4,35a,dwGorjVGkD9,29.7,2023
p,2023-01-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,indicator_37,175,4,37a,m7ggqyMXhyL,88.3,2023
p,2023-01-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,indicator_36,176,4,36a,ixBYYYjxXPP,2922.0,2023
p,2023-01-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,indicator_36,176,4,36b,aRueVYr35yM.Ti9FJqkSK6J,4333.0,2023
p,2023-01-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,indicator_35,176,4,35a,dwGorjVGkD9,30.5,2023
p,2023-01-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,indicator_37,176,4,37a,m7ggqyMXhyL,84.8,2023
p,2023-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,indicator_36,204,4,36a,ixBYYYjxXPP,757.0,2023
p,2023-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,indicator_36,204,4,36b,aRueVYr35yM.Ti9FJqkSK6J,2558.0,2023
p,2023-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,indicator_35,204,4,35a,dwGorjVGkD9,40.4,2023
p,2023-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,indicator_37,204,4,37a,m7ggqyMXhyL,86.1,2023
p,2023-01-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,indicator_36,159,4,36a,ixBYYYjxXPP,986.0,2023
p,2023-01-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,indicator_36,159,4,36b,aRueVYr35yM.Ti9FJqkSK6J,2340.0,2023
p,2023-01-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,indicator_35,159,4,35a,dwGorjVGkD9,35.0,2023
p,2023-01-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,indicator_37,159,4,37a,m7ggqyMXhyL,84.3,2023
p,2023-01-01,Maunathbhanjan,CBSB9v92AwT,193,Azamgarh Division,indicator_36,192,4,36a,ixBYYYjxXPP,480.0,2023
p,2023-01-01,Maunathbhanjan,CBSB9v92AwT,193,Azamgarh Division,indicator_36,192,4,36b,aRueVYr35yM.Ti9FJqkSK6J,3789.0,2023
p,2023-01-01,Maunathbhanjan,CBSB9v92AwT,193,Azamgarh Division,indicator_35,192,4,35a,dwGorjVGkD9,31.8,2023
p,2023-01-01,Maunathbhanjan,CBSB9v92AwT,193,Azamgarh Division,indicator_37,192,4,37a,m7ggqyMXhyL,88.2,2023
p,2023-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,indicator_36,142,4,36a,ixBYYYjxXPP,2596.0,2023
p,2023-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,indicator_36,142,4,36b,aRueVYr35yM.Ti9FJqkSK6J,7762.0,2023
p,2023-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,indicator_35,142,4,35a,dwGorjVGkD9,36.2,2023
p,2023-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,indicator_37,142,4,37a,m7ggqyMXhyL,86.4,2023
p,2023-01-01,Basti,J1P16zQEOUT,185,Basti Division,indicator_36,185,4,36a,ixBYYYjxXPP,2512.0,2023
p,2023-01-01,Basti,J1P16zQEOUT,185,Basti Division,indicator_36,185,4,36b,aRueVYr35yM.Ti9FJqkSK6J,3177.0,2023
p,2023-01-01,Basti,J1P16zQEOUT,185,Basti Division,indicator_35,185,4,35a,dwGorjVGkD9,22.6,2023
p,2023-01-01,Basti,J1P16zQEOUT,185,Basti Division,indicator_37,185,4,37a,m7ggqyMXhyL,89.6,2023
p,2023-01-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,indicator_36,133,4,36a,ixBYYYjxXPP,1692.0,2023
p,2023-01-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,indicator_36,133,4,36b,aRueVYr35yM.Ti9FJqkSK6J,5147.0,2023
p,2023-01-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,indicator_35,133,4,35a,dwGorjVGkD9,39.0,2023
p,2023-01-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,indicator_37,133,4,37a,m7ggqyMXhyL,83.8,2023
p,2023-01-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,indicator_36,179,4,36a,ixBYYYjxXPP,863.0,2023
p,2023-01-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,indicator_36,179,4,36b,aRueVYr35yM.Ti9FJqkSK6J,2563.0,2023
p,2023-01-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,indicator_35,179,4,35a,dwGorjVGkD9,33.7,2023
p,2023-01-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,indicator_37,179,4,37a,m7ggqyMXhyL,83.1,2023
p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,185,Basti Division,indicator_36,186,4,36a,ixBYYYjxXPP,922.0,2023
p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,185,Basti Division,indicator_36,186,4,36b,aRueVYr35yM.Ti9FJqkSK6J,1952.0,2023
p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,185,Basti Division,indicator_35,186,4,35a,dwGorjVGkD9,33.4,2023
p,2023-01-01,Sant Kabir Nagar,fe1yBApr2sl,185,Basti Division,indicator_37,186,4,37a,m7ggqyMXhyL,81.8,2023
p,2023-01-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,indicator_36,160,4,36a,ixBYYYjxXPP,1320.0,2023
p,2023-01-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,indicator_36,160,4,36b,aRueVYr35yM.Ti9FJqkSK6J,2817.0,2023
p,2023-01-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,indicator_35,160,4,35a,dwGorjVGkD9,30.5,2023
p,2023-01-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,indicator_37,160,4,37a,m7ggqyMXhyL,88.9,2023
p,2023-01-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,indicator_36,205,4,36a,ixBYYYjxXPP,1471.0,2023
p,2023-01-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,indicator_36,205,4,36b,aRueVYr35yM.Ti9FJqkSK6J,2879.0,2023
p,2023-01-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,indicator_35,205,4,35a,dwGorjVGkD9,33.8,2023
p,2023-01-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,indicator_37,205,4,37a,m7ggqyMXhyL,88.9,2023
p,2023-01-01,Pilibhit,c96jwckSd6j,150,Bareilly Division,indicator_36,151,4,36a,ixBYYYjxXPP,1064.0,2023
p,2023-01-01,Pilibhit,c96jwckSd6j,150,Bareilly Division,indicator_36,151,4,36b,aRueVYr35yM.Ti9FJqkSK6J,4905.0,2023
p,2023-01-01,Pilibhit,c96jwckSd6j,150,Bareilly Division,indicator_35,151,4,35a,dwGorjVGkD9,31.4,2023
p,2023-01-01,Pilibhit,c96jwckSd6j,150,Bareilly Division,indicator_37,151,4,37a,m7ggqyMXhyL,82.2,2023
p,2023-01-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,indicator_36,173,4,36a,ixBYYYjxXPP,2025.0,2023
p,2023-01-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,indicator_36,173,4,36b,aRueVYr35yM.Ti9FJqkSK6J,3662.0,2023
p,2023-01-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,indicator_35,173,4,35a,dwGorjVGkD9,29.7,2023
p,2023-01-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,indicator_37,173,4,37a,m7ggqyMXhyL,84.6,2023
p,2023-01-01,Mahoba,sUQMxIc3yXj,170,Chitrakoot Division,indicator_36,169,4,36a,ixBYYYjxXPP,499.0,2023
p,2023-01-01,Mahoba,sUQMxIc3yXj,170,Chitrakoot Division,indicator_36,169,4,36b,aRueVYr35yM.Ti9FJqkSK6J,1085.0,2023
p,2023-01-01,Mahoba,sUQMxIc3yXj,170,Chitrakoot Division,indicator_35,169,4,35a,dwGorjVGkD9,31.1,2023
p,2023-01-01,Mahoba,sUQMxIc3yXj,170,Chitrakoot Division,indicator_37,169,4,37a,m7ggqyMXhyL,87.7,2023
p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,176,Ayodhya Division,indicator_36,178,4,36a,ixBYYYjxXPP,1623.0,2023
p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,176,Ayodhya Division,indicator_36,178,4,36b,aRueVYr35yM.Ti9FJqkSK6J,2847.0,2023
p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,176,Ayodhya Division,indicator_35,178,4,35a,dwGorjVGkD9,33.8,2023
p,2023-01-01,Ambedkar Nagar,jM27ji8tyrM,176,Ayodhya Division,indicator_37,178,4,37a,m7ggqyMXhyL,86.1,2023
p,2023-01-01,Amethi,StsLkYw1G0m,176,Ayodhya Division,indicator_36,206,4,36a,ixBYYYjxXPP,1354.0,2023
p,2023-01-01,Amethi,StsLkYw1G0m,176,Ayodhya Division,indicator_36,206,4,36b,aRueVYr35yM.Ti9FJqkSK6J,2143.0,2023
p,2023-01-01,Amethi,StsLkYw1G0m,176,Ayodhya Division,indicator_35,206,4,35a,dwGorjVGkD9,29.1,2023
p,2023-01-01,Amethi,StsLkYw1G0m,176,Ayodhya Division,indicator_37,206,4,37a,m7ggqyMXhyL,83.3,2023
p,2023-01-01,Lalitpur,fagfcadhxej,165,Jhansi Division,indicator_36,167,4,36a,ixBYYYjxXPP,1782.0,2023
p,2023-01-01,Lalitpur,fagfcadhxej,165,Jhansi Division,indicator_36,167,4,36b,aRueVYr35yM.Ti9FJqkSK6J,2177.0,2023
p,2023-01-01,Lalitpur,fagfcadhxej,165,Jhansi Division,indicator_35,167,4,35a,dwGorjVGkD9,37.3,2023
p,2023-01-01,Lalitpur,fagfcadhxej,165,Jhansi Division,indicator_37,167,4,37a,m7ggqyMXhyL,85.5,2023
p,2023-01-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,indicator_36,199,4,36a,ixBYYYjxXPP,1274.0,2023
p,2023-01-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,indicator_36,199,4,36b,aRueVYr35yM.Ti9FJqkSK6J,3621.0,2023
p,2023-01-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,indicator_35,199,4,35a,dwGorjVGkD9,38.2,2023
p,2023-01-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,indicator_37,199,4,37a,m7ggqyMXhyL,87.6,2023
p,2023-01-01,Budaun,eA37kyBRRuZ,150,Bareilly Division,indicator_36,149,4,36a,ixBYYYjxXPP,2758.0,2023
p,2023-01-01,Budaun,eA37kyBRRuZ,150,Bareilly Division,indicator_36,149,4,36b,aRueVYr35yM.Ti9FJqkSK6J,7402.0,2023
p,2023-01-01,Budaun,eA37kyBRRuZ,150,Bareilly Division,indicator_35,149,4,35a,dwGorjVGkD9,34.5,2023
p,2023-01-01,Budaun,eA37kyBRRuZ,150,Bareilly Division,indicator_37,149,4,37a,m7ggqyMXhyL,87.6,2023
p,2023-01-01,Hardoi,MTIkUw5q5pX,155,Lucknow Division,indicator_36,155,4,36a,ixBYYYjxXPP,2312.0,2023
p,2023-01-01,Hardoi,MTIkUw5q5pX,155,Lucknow Division,indicator_36,155,4,36b,aRueVYr35yM.Ti9FJqkSK6J,5365.0,2023
p,2023-01-01,Hardoi,MTIkUw5q5pX,155,Lucknow Division,indicator_35,155,4,35a,dwGorjVGkD9,33.7,2023
p,2023-01-01,Hardoi,MTIkUw5q5pX,155,Lucknow Division,indicator_37,155,4,37a,m7ggqyMXhyL,85.4,2023
p,2023-01-01,Rampur,IU006h5U7jj,134,Moradabad Division,indicator_36,136,4,36a,ixBYYYjxXPP,985.0,2023
p,2023-01-01,Rampur,IU006h5U7jj,134,Moradabad Division,indicator_36,136,4,36b,aRueVYr35yM.Ti9FJqkSK6J,3399.0,2023
p,2023-01-01,Rampur,IU006h5U7jj,134,Moradabad Division,indicator_35,136,4,35a,dwGorjVGkD9,33.5,2023
p,2023-01-01,Rampur,IU006h5U7jj,134,Moradabad Division,indicator_37,136,4,37a,m7ggqyMXhyL,89.8,2023
p,2023-01-01,Jaunpur,gmw76vAUMqz,195,Varanasi Division,indicator_36,194,4,36a,ixBYYYjxXPP,3723.0,2023
p,2023-01-01,Jaunpur,gmw76vAUMqz,195,Varanasi Division,indicator_36,194,4,36b,aRueVYr35yM.Ti9FJqkSK6J,3841.0,2023
p,2023-01-01,Jaunpur,gmw76vAUMqz,195,Varanasi Division,indicator_35,194,4,35a,dwGorjVGkD9,38.5,2023
p,2023-01-01,Jaunpur,gmw76vAUMqz,195,Varanasi Division,indicator_37,194,4,37a,m7ggqyMXhyL,82.1,2023
